ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
55810,,,,,,,,,"http://www.atpworldtour.com/en/players/tobias-rausch/r0br/overview",,,,"01.01.2023"
55813,,70,178,"Tokyo","Kanagawa","Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/rimpei-kawakami/k0bh/overview",,,,"01.01.2023"
55815,,,,,,,,,"http://www.atpworldtour.com/en/players/amadatus-admiraal/a0bq/overview",,,,"01.01.2023"
55818,,,,,,,,,"http://www.atpworldtour.com/en/players/unai-montiel/m0c8/overview",,,,"01.01.2023"
55820,,,,,,,,,"http://www.atpworldtour.com/en/players/mikel-aranzabal/a0bs/overview",,,,"01.01.2023"
55824,,68,178,"Angthong",,"Right-Handed, Two-Handed Backhand","Paradorn Srichaphan",,"http://www.atpworldtour.com/en/players/yuttana-charoenphon/c0e6/overview",,,,"01.01.2023"
55825,,,,,,,,,"http://www.atpworldtour.com/en/players/pawin-jirapoomdaje/j0a0/overview",,,,"01.01.2023"
55826,,,,,,,,,"http://www.atpworldtour.com/en/players/rodrigo-ramos-codes/r0b7/overview",,,,"01.01.2023"
55827,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/zhao-zhao/z09x/overview",,,,"01.01.2023"
55828,"2022",75,180,"Arles, France",,"Right-Handed, Two-Handed Backhand","Matt Anger, Lionel Zimbler",,"http://www.atpworldtour.com/en/players/clement-chidekh/c0bh/overview",,,,"01.01.2023"
55829,,,,,,,,,"http://www.atpworldtour.com/en/players/baptiste-anselmo/a0br/overview",,,,"01.01.2023"
55830,,,,,,,,,"http://www.atpworldtour.com/en/players/brian-de-vrind/d0b9/overview",,,,"01.01.2023"
55831,,,,,,,,,"http://www.atpworldtour.com/en/players/lukas-greif/g0c8/overview",,,,"01.01.2023"
55841,,66,193,"Madurai, India","Chennai, India","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/dhakshineswar-suresh/s0de/overview",,,,"01.01.2023"
55868,,78,193,"Buenos Aires",,"Right-Handed, Unknown Backhand","Ruben Hidalgo, Mariano Campos",,"http://www.atpworldtour.com/en/players/lorenzo-joaquin-rodriguez/r0bc/overview",,,,"01.01.2023"
55876,,,,,,,,,"http://www.atpworldtour.com/en/players/mate-voros/v0at/overview",,,,"01.01.2023"
55891,,80,196,"Saint-Petersburg, Russia","Villefranche-sur-Mer, France","Right-Handed, Two-Handed Backhand","Evgenii Tiurnev",,"http://www.atpworldtour.com/en/players/daniil-golubev/g0bd/overview",,,,"01.01.2023"
55893,,,,,,,,,"http://www.atpworldtour.com/en/players/leonid-mazo/m0c7/overview",,,,"01.01.2023"
55967,,,,,,,,,"http://www.atpworldtour.com/en/players/elie-noe-nicolay/n0a8/overview",,,,"01.01.2023"
55968,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/duncan-grolaux/g0bg/overview",,,,"01.01.2023"
55970,,,,,,,,,"http://www.atpworldtour.com/en/players/sasha-pachnev/p0bg/overview",,,,"01.01.2023"
55971,,,,,,,,,"http://www.atpworldtour.com/en/players/nicolas-galiay/ge42/overview",,,,"01.01.2023"
55974,,,,,,,,,"http://www.atpworldtour.com/en/players/samuel-de-felipe-garcia/d0ba/overview",,,,"01.01.2023"
55975,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/mark-keki/k0bf/overview",,,,"01.01.2023"
55976,,70,180,"Chennai","Chennai","Left-Handed, Two-Handed Backhand","Johnson Roosevelt",,"http://www.atpworldtour.com/en/players/muthu-aadhitiya-senthilkumar/s0lk/overview",,,,"01.01.2023"
55977,,,,"Coimbatore, India",,,,,"http://www.atpworldtour.com/en/players/ramakrishnan-rangaraju/r0bb/overview",,,,"01.01.2023"
55978,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/fabio-santarossa/s0dm/overview",,,,"01.01.2023"
55979,,,,,,,,,"http://www.atpworldtour.com/en/players/amit-cohen/c0ek/overview",,,,"01.01.2023"
55985,,81,180,"Constanta","Constanta, Romania","Right-Handed, One-Handed Backhand","Andrei Pavel",,"http://www.atpworldtour.com/en/players/stefan-palosi/p0cy/overview",,,,"01.01.2023"
55986,,,,,,,,,"http://www.atpworldtour.com/en/players/cristian-alexandru-andreescu/a0bt/overview",,,,"01.01.2023"
55989,,,,,,,,,"http://www.atpworldtour.com/en/players/luka-cirovic/c0bk/overview",,,,"01.01.2023"
55994,,,,,,,,,"http://www.atpworldtour.com/en/players/thantub-suksumrarn/s0mj/overview",,,,"01.01.2023"
55995,,,,,,,,,"http://www.atpworldtour.com/en/players/emilio-tejada/t0am/overview",,,,"01.01.2023"
55996,,,,,,,,,"http://www.atpworldtour.com/en/players/hope-crawford/c0bl/overview",,,,"01.01.2023"
55997,,,,,,,,,"http://www.atpworldtour.com/en/players/courage-crawford/c0bm/overview",,,,"01.01.2023"
55999,,,,,,"Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/piotr-galus/g0bf/overview",,,,"01.01.2023"
56000,,,,,,,,,"http://www.atpworldtour.com/en/players/michael-ogden/o0a0/overview",,,,"01.01.2023"
56140,,,,,,,,,"http://www.atpworldtour.com/en/players/rares-mandu/m0cb/overview",,,,"01.01.2023"
56169,,,,,,,,,"http://www.atpworldtour.com/en/players/niels-peter-van-noord/v0c2/overview",,,,"01.01.2023"
56171,,,,,,,,,"http://www.atpworldtour.com/en/players/stefan-ivic/i0av/overview",,,,"01.01.2023"
56174,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/nicholas-rennie/r0be/overview",,,,"01.01.2023"
56176,,,,,,,,,"http://www.atpworldtour.com/en/players/magd-abou-el-ezz/a0bx/overview",,,,"01.01.2023"
56177,,,,,,,,,"http://www.atpworldtour.com/en/players/adham-gaber/g0cs/overview",,,,"01.01.2023"
56178,,,,,,,,,"http://www.atpworldtour.com/en/players/bassel-el-guindy/e725/overview",,,,"01.01.2023"
56181,,,,,,,,,"http://www.atpworldtour.com/en/players/ron-mansdorf/m0ga/overview",,,,"01.01.2023"
56190,,,,,,,,,"http://www.atpworldtour.com/en/players/mohamed-ali-abibsi/a0fu/overview",,,,"01.01.2023"
56191,,,,,,,,,"http://www.atpworldtour.com/en/players/connor-hudson/h0b1/overview",,,,"01.01.2023"
56192,,,,,,,,,"http://www.atpworldtour.com/en/players/maximilian-wilde/w689/overview",,,,"01.01.2023"
56195,,86,185,"Altadena","USA","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/tristan-boyer/b0ej/overview",,,"https://www.instagram.com/rockettristan/","01.01.2023"
56197,"2018",79,185,"Woodland Hills, CA, USA",,"Right-Handed, Two-Handed Backhand","Fran Martinez",,"http://www.atpworldtour.com/en/players/emilio-nava/n0am/overview",,,"https://www.instagram.com/young_nava","01.01.2023"
56199,,,,,,,,,"http://www.atpworldtour.com/en/players/diego-nava/n0c2/overview",,,,"01.01.2023"
56205,,68,175,"Mountain View, CA, USA",,"Left-Handed, Unknown Backhand","Puneet Kumar","https://www.atptour.com/en/players/omni-kumar/k0ee/overview","http://www.atpworldtour.com/en/players/omni-kumar/k0ee/overview","https://twitter.com/kumar_omni",,"https://www.instagram.com/omnikumar01/","01.01.2023"
56211,,93,198,"Wilmington, NC","San Diego, CA","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/keegan-smith/s0dq/overview",,,"https://www.instagram.com/keegan_smith23","01.01.2023"
56227,,,,,,,,,"http://www.atpworldtour.com/en/players/joseph-thomas/t0aj/overview",,,,"01.01.2023"
56228,,,,,,,,,"http://www.atpworldtour.com/en/players/hunter-tubert/t0ak/overview",,,,"01.01.2023"
56229,,,,,,,,,"http://www.atpworldtour.com/en/players/joao-pedro-alcantara/a0bw/overview",,,,"01.01.2023"
56230,,,,,,,,,"http://www.atpworldtour.com/en/players/felipe-galvao/g0bi/overview",,,,"01.01.2023"
56231,,,,,,,,,"http://www.atpworldtour.com/en/players/bruno-pessoa/p0bf/overview",,,,"01.01.2023"
56273,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/dias-meiirbek/m0cf/overview",,,,"01.01.2023"
56274,,92,196,"Aktau",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/beibit-zhukayev/z09z/overview",,,,"01.01.2023"
56372,,,,,,,,,"http://www.atpworldtour.com/en/players/stefan-gordy/g0bk/overview",,,,"01.01.2023"
56400,,73,185,"Paris",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/thomas-deschamps/d0fy/overview",,,,"01.01.2023"
56409,,75,183,"Verona",,"Right-Handed, Two-Handed Backhand","Fabio Gorietti",,"http://www.atpworldtour.com/en/players/mattia-frinzi/f0at/overview",,,,"01.01.2023"
56411,,,,,,,,,"http://www.atpworldtour.com/en/players/irakli-tsurtsumia/t0ho/overview",,,,"01.01.2023"
56413,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/islom-anvarkhodjaev/a0cv/overview",,,,"01.01.2023"
56415,,,,,,,,,"http://www.atpworldtour.com/en/players/ibrokhimjon-urinov/u09r/overview",,,,"01.01.2023"
56416,,,,,,,,,"http://www.atpworldtour.com/en/players/yerassyl-murat/m0gf/overview",,,,"01.01.2023"
56417,,,,,,,,,"http://www.atpworldtour.com/en/players/bekzat-usipbekov/u09o/overview",,,,"01.01.2023"
56418,,,,,,,,,"http://www.atpworldtour.com/en/players/olimjon-nabiev/n0aq/overview",,,,"01.01.2023"
56420,,78,185,"Kiev","Kiev. Ukraine","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/oleksii-krutykh/k0dp/overview",,,,"01.01.2023"
56424,,,,,,,,,"http://www.atpworldtour.com/en/players/richard-torres/t0at/overview",,,,"01.01.2023"
56427,,,,,,,,,"http://www.atpworldtour.com/en/players/maximilien-blancaneaux/b0dr/overview",,,,"01.01.2023"
56428,,,188,,,"Right-Handed, Two-Handed Backhand","Grant Chen",,"http://www.atpworldtour.com/en/players/caleb-chakravarthi/c0d4/overview",,,,"01.01.2023"
56429,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/shaheed-alam/a0cg/overview",,,,"01.01.2023"
56465,,,,,,,,,"http://www.atpworldtour.com/en/players/reo-takimoto/t0ao/overview",,,,"01.01.2023"
56466,,,,,,,,,"http://www.atpworldtour.com/en/players/shungo-fujii/f0au/overview",,,,"01.01.2023"
56467,,,,,,,,,"http://www.atpworldtour.com/en/players/robert-baylon/b0cf/overview",,,,"01.01.2023"
56516,,,,,,,,,"http://www.atpworldtour.com/en/players/deepak-senthil/s0dj/overview",,,,"01.01.2023"
56577,,,,,,,,,"http://www.atpworldtour.com/en/players/ryan-seggerman/s0dl/overview",,,,"01.01.2023"
56588,,,,,,,,,"http://www.atpworldtour.com/en/players/louis-clark/c0dk/overview",,,,"01.01.2023"
56590,,63,170,"Penrith","Sunshine Coast","Right-Handed, Two-Handed Backhand","Clay Sweeny",,"http://www.atpworldtour.com/en/players/dane-sweeny/s0ia/overview",,,,"01.01.2023"
56591,,83,191,"Brisbane",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/matt-hulme/h0hs/overview",,,,"01.01.2023"
56594,,77,183,"Brisbane, Australia",,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/patrick-flynn/f034/overview",,,,"01.01.2023"
56601,,,,,,,,,"http://www.atpworldtour.com/en/players/joao-ferreira/f0br/overview",,,,"01.01.2023"
56604,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/hugo-maia/m0cj/overview",,,,"01.01.2023"
56606,,,,,,,,,"http://www.atpworldtour.com/en/players/mathias-gavelin/g0e1/overview",,,,"01.01.2023"
56609,,80,183,"Zagreb",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/frane-nincevic/n0as/overview",,,,"01.01.2023"
56611,,66,188,"Metz","Metz","Right-Handed, Two-Handed Backhand","Dupont Jean Cristophe",,"http://www.atpworldtour.com/en/players/julien-de-cuyper/d0cq/overview",,,,"01.01.2023"
56612,,,,,,,,,"http://www.atpworldtour.com/en/players/antoine-vincent/v0cg/overview",,,,"01.01.2023"
56613,,,,,,,,,"http://www.atpworldtour.com/en/players/batiste-klein/k0eb/overview",,,,"01.01.2023"
56614,,,,,,,,,"http://www.atpworldtour.com/en/players/sundet-nagimetov/n0b9/overview",,,,"01.01.2023"
56618,,,,,,,,,"http://www.atpworldtour.com/en/players/daniil-strelchenko/s0iy/overview",,,,"01.01.2023"
56619,,,,,,,,,"http://www.atpworldtour.com/en/players/denis-parshutin/p0ce/overview",,,,"01.01.2023"
56622,,,,,,,,,"http://www.atpworldtour.com/en/players/wyatt-demulling/d0js/overview",,,,"01.01.2023"
56635,,,,,,,,,"http://www.atpworldtour.com/en/players/will-maher/m0ch/overview",,,,"01.01.2023"
56639,,92,188,"Monto","Brisbane","Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/jayden-court/c0dp/overview",,,,"01.01.2023"
56641,,77,180,"Liege",,"Right-Handed, Two-Handed Backhand","Steve Darcis",,"http://www.atpworldtour.com/en/players/gauthier-onclin/o0a2/overview",,,,"01.01.2023"
56642,,,,,,,,,"http://www.atpworldtour.com/en/players/louis-herman/h0b3/overview",,,,"01.01.2023"
56643,,,,,,,,,"http://www.atpworldtour.com/en/players/theo-van-de-weghe/v0au/overview",,,,"01.01.2023"
56644,,,,,,,,,"http://www.atpworldtour.com/en/players/driss-lbahy/l0b5/overview",,,,"01.01.2023"
56646,,,,,,,,,"http://www.atpworldtour.com/en/players/giovane-cury-bueres/c0bo/overview",,,,"01.01.2023"
56762,,,183,"Valencia, Spain","Valencia, Spain","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/alejandro-barona-rodriguez/b0ce/overview",,,,"01.01.2023"
56763,,,,,,,,,"http://www.atpworldtour.com/en/players/guillem-jimenez-trave/j0a2/overview",,,,"01.01.2023"
56773,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/samuel-guarin/g0bp/overview",,,,"01.01.2023"
56799,,,,,,,,,"http://www.atpworldtour.com/en/players/brandon-lam/l0b6/overview",,,,"01.01.2023"
56813,,,,,,,,,"http://www.atpworldtour.com/en/players/joshua-charlton/c09y/overview",,,,"01.01.2023"
56817,,,,,,,,,"http://www.atpworldtour.com/en/players/adan-freire-da-silva/f0bj/overview",,,,"01.01.2023"
56818,,,,,,,,,"http://www.atpworldtour.com/en/players/przemysaw-kwiatkowski/k0cp/overview",,,,"01.01.2023"
56820,,,,,,,,,"http://www.atpworldtour.com/en/players/rafael-kis-balazs/k0h9/overview",,,,"01.01.2023"
56821,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/bence-kalocsa/k0bk/overview",,,,"01.01.2023"
56824,,73,180,"Gothenburg","Stockholm","Right-Handed, Two-Handed Backhand","Yerko Muller",,"http://www.atpworldtour.com/en/players/simon-yitbarek/y09u/overview",,,,"01.01.2023"
56830,,77,191,"Jagodina, Serbia","Cuprija, Serbia","Right-Handed, Two-Handed Backhand","Dusan Vemic, Miodrag Radojkovic",,"http://www.atpworldtour.com/en/players/milan-radojkovic/r0bl/overview",,,,"01.01.2023"
56831,,91,191,"Amsterdam",,"Right-Handed, One-Handed Backhand","Martijn bok",,"http://www.atpworldtour.com/en/players/deney-wassermann/w0bd/overview",,,,"01.01.2023"
56832,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/tim-hofmann/h0b8/overview",,,,"01.01.2023"
56834,,,,,,,,,"http://www.atpworldtour.com/en/players/stefan-peter-hampe/h0b6/overview",,,,"01.01.2023"
56835,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/sven-lemstra/l0ba/overview",,,,"01.01.2023"
56837,,,,,,,,,"http://www.atpworldtour.com/en/players/sahar-simon/s0ki/overview",,,,"01.01.2023"
56838,,,,,,,,,"http://www.atpworldtour.com/en/players/eduardo-cohen/c0gl/overview",,,,"01.01.2023"
56843,,,,,,,,,"http://www.atpworldtour.com/en/players/azizbek-akhmadjonov/a0bz/overview",,,,"01.01.2023"
56844,,,,,,,,,"http://www.atpworldtour.com/en/players/juan-pablo-becker/b0ch/overview",,,,"01.01.2023"
56845,,,,,,,,,"http://www.atpworldtour.com/en/players/manfred-brandes-vogt/b0cg/overview",,,,"01.01.2023"
56846,"2019",84,188,"San Diego, CA, USA","San Diego, CA, USA","Right-Handed, Two-Handed Backhand","Eduardo Infantino",,"http://www.atpworldtour.com/en/players/brandon-nakashima/n0ae/overview",,,"https://www.instagram.com/brandon_nakashima/","01.01.2023"
56847,,,,,,,,,"http://www.atpworldtour.com/en/players/daly-meinert/m0cl/overview",,,,"01.01.2023"
56878,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/pavel-mirobyan/m0co/overview",,,,"01.01.2023"
56879,,,,,,,,,"http://www.atpworldtour.com/en/players/andres-cardona-arango/c0bt/overview",,,,"01.01.2023"
56880,,,,,,,,,"http://www.atpworldtour.com/en/players/gabriel-andres-yaguar-espinoza/y09m/overview",,,,"01.01.2023"
56881,,,,,,,,,"http://www.atpworldtour.com/en/players/geoffrey-thomas/t0aq/overview",,,,"01.01.2023"
56888,,,,,,,,,"http://www.atpworldtour.com/en/players/ryan-sablan/sy36/overview",,,,"01.01.2023"
56889,,,,,,,,,"http://www.atpworldtour.com/en/players/bang-shuo-yin/y09l/overview",,,,"01.01.2023"
56890,,,,,,,,,"http://www.atpworldtour.com/en/players/johannes-fleischmann/f0av/overview",,,,"01.01.2023"
56891,,,,,,,,,"http://www.atpworldtour.com/en/players/tadeas-paroulek/p0bm/overview",,"https://www.facebook.com/TadeasPary/",,"01.01.2023"
56996,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/bernard-ashitey-armaah/a0c0/overview",,,,"01.01.2023"
57001,,,,,,,,,"http://www.atpworldtour.com/en/players/feng-shuo-chang/c0bs/overview",,,,"01.01.2023"
57004,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/ying-ze-chen/c0bx/overview",,,,"01.01.2023"
57005,,,,,,,,,"http://www.atpworldtour.com/en/players/chao-ting-hsieh/h0b4/overview",,,,"01.01.2023"
57006,,,,,,,,,"http://www.atpworldtour.com/en/players/chun-en-wu/w09s/overview",,,,"01.01.2023"
57017,,,,,,,,,"http://www.atpworldtour.com/en/players/marko-pasalic/p0bn/overview",,,,"01.01.2023"
57021,,,,,,,,,"http://www.atpworldtour.com/en/players/juan-martin-bosmediano-pazmino/b0p9/overview",,,,"01.01.2023"
57023,,,,,,,,,"http://www.atpworldtour.com/en/players/jose-julian-polanco/p0bo/overview",,,,"01.01.2023"
57024,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/santiago-montufar/m0cq/overview",,,,"01.01.2023"
57025,,,,,,,,,"http://www.atpworldtour.com/en/players/darwin-andres-macias-elizalde/m0cr/overview",,,,"01.01.2023"
57026,,,,,,,,,"http://www.atpworldtour.com/en/players/andres-vazquez-machuca/v0db/overview",,,,"01.01.2023"
57027,,,,,,,,,"http://www.atpworldtour.com/en/players/emilio-bowen/b0cl/overview",,,,"01.01.2023"
57029,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/matheus-gonzalez/g0bt/overview",,,,"01.01.2023"
57030,,,,,,,,,"http://www.atpworldtour.com/en/players/diego-mogrovejo/m0jo/overview",,,,"01.01.2023"
57031,,,,,,,,,"http://www.atpworldtour.com/en/players/lucas-guerrero-cocios/g0br/overview",,,,"01.01.2023"
57034,,,,,,,,,"https://www.atpworldtour.com/en/players/damien-boulangeot/b0fb/overview",,,,"01.01.2023"
57038,,72,180,"San Sebastian",,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/john-echeverria/e0au/overview",,,,"01.01.2023"
57077,,,,,,,,,"http://www.atpworldtour.com/en/players/micheal-oluwatosin-osewa/o0a4/overview",,,,"01.01.2023"
57083,,,,,,,,,"http://www.atpworldtour.com/en/players/j-t-nishimura/n0ah/overview",,,,"01.01.2023"
57229,,,,,,,,,"http://www.atpworldtour.com/en/players/samuel-journet/j296/overview",,,,"01.01.2023"
57230,,,,,,,,,"http://www.atpworldtour.com/en/players/morgan-salvan/s0dw/overview",,,,"01.01.2023"
57238,,,,,,,,,"http://www.atpworldtour.com/en/players/ting-hou-he/h0b9/overview",,,,"01.01.2023"
57239,,,,,,,,,"http://www.atpworldtour.com/en/players/cristobal-ramirez/r0bq/overview",,,,"01.01.2023"
57246,,,,,,,,,"http://www.atpworldtour.com/en/players/marek-podlesak/p0cv/overview",,,,"01.01.2023"
57250,,,,,,,,,"http://www.atpworldtour.com/en/players/josue-sebastian-diaz-ibarra/d0bh/overview",,,,"01.01.2023"
57254,"2019",86,198,"Oslo, Norway","Oslo, Norway","Right-Handed, Two-Handed Backhand","Oscar Hernandez",,"http://www.atpworldtour.com/en/players/herman-hoeyeraal/h0dw/overview",,,"https://www.instagram.com/hermanhoeyeraal01/","01.01.2023"
57256,,,,,,,,,"http://www.atpworldtour.com/en/players/mirza-koristovic/k508/overview",,,,"01.01.2023"
57258,,73,178,"Edinburgh",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/benjamin-winter-lopez/w09x/overview",,,"https://www.instagram.com/benji.winter/","01.01.2023"
57261,,,,,,,,,"http://www.atpworldtour.com/en/players/jose-antonio-arcos-del-valle/a0dm/overview",,,,"01.01.2023"
57262,,,,,,,,,"http://www.atpworldtour.com/en/players/sergio-capel-vicente/c0c2/overview",,,,"01.01.2023"
57267,,,,,,,,,"http://www.atpworldtour.com/en/players/mateo-vereau/v0az/overview",,,,"01.01.2023"
57300,,,,,,,,,"http://www.atpworldtour.com/en/players/andrew-ton/t0as/overview",,,,"01.01.2023"
57301,,,,,,,,,"http://www.atpworldtour.com/en/players/pablo-beltran-martin-lorente/b0co/overview",,,,"01.01.2023"
57302,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/matej-panik/p0bq/overview",,,,"01.01.2023"
57303,,,,,,,,,"http://www.atpworldtour.com/en/players/roy-knight/k0bn/overview",,,,"01.01.2023"
57304,,65,170,"Nymburk, Czech Republic","Czech Republic","Right-Handed, Two-Handed Backhand","Dusan Karol",,"http://www.atpworldtour.com/en/players/michael-vrbensky/v0b2/overview",,"https://www.facebook.com/michael.vrbensky/","https://www.instagram.com/michaelvrbensky/","01.01.2023"
57373,,,,,,,,,"http://www.atpworldtour.com/en/players/david-martinek/m0ct/overview",,,,"01.01.2023"
57467,,,,,,,,,"http://www.atpworldtour.com/en/players/dominic-barretto/b0fz/overview",,,,"01.01.2023"
57469,,,,,,,,,"http://www.atpworldtour.com/en/players/alexis-gurmendi/g0c4/overview",,,,"01.01.2023"
57475,,,,,,,,,"http://www.atpworldtour.com/en/players/gaston-ezequiel-cantero/c0bz/overview",,,,"01.01.2023"
57477,,70,178,"Lubeck","Lubeck","Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/niklas-guttau/g0ci/overview",,,,"01.01.2023"
57478,,,,,,,,,"http://www.atpworldtour.com/en/players/ricardo-alban/a0c1/overview",,,,"01.01.2023"
57480,,,,,,,,,"http://www.atpworldtour.com/en/players/carlos-izurieta/i0ab/overview",,,,"01.01.2023"
57483,,,,,,,,,"http://www.atpworldtour.com/en/players/carl-bret-parko/p0fs/overview",,,,"01.01.2023"
57484,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/fynn-kuenkler/k0bm/overview",,,,"01.01.2023"
57494,,,,,,,,,"http://www.atpworldtour.com/en/players/oliver-palmer/p0br/overview",,,,"01.01.2023"
57495,,,,,,,,,"http://www.atpworldtour.com/en/players/vangelis-fragistas/f0az/overview",,,,"01.01.2023"
57500,"2019",75,180,"Meyrin, Switzerland","Oslo, Norway","Right-Handed, Two-Handed Backhand","Thomas Finck",,"http://www.atpworldtour.com/en/players/lukas-hellum-lilleengen/h0bc/overview",,"https://www.facebook.com/lukastennisman/",,"01.01.2023"
57531,,,,,,,,,"http://www.atpworldtour.com/en/players/tobias-sonne/s0e2/overview",,,,"01.01.2023"
57532,,,,,,,,,"http://www.atpworldtour.com/en/players/bertus-kruger/k0bp/overview",,,,"01.01.2023"
57533,,,,,,,,,"http://www.atpworldtour.com/en/players/gauderic-vilmaure/v0b4/overview",,,,"01.01.2023"
57594,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/patrick-daykin/d0bi/overview",,,,"01.01.2023"
57627,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/geir-alexander-sivertsen/s0e1/overview",,,,"01.01.2023"
57628,,,,,,,,,"http://www.atpworldtour.com/en/players/morten-sivertsen/sj78/overview",,,,"01.01.2023"
57676,,,,,,,,,"http://www.atpworldtour.com/en/players/oskar-irdoja/i0an/overview",,,,"01.01.2023"
57677,,,,,,,,,"http://www.atpworldtour.com/en/players/moritz-hoffmann/h0bb/overview",,,,"01.01.2023"
57678,,,,,,,,,"http://www.atpworldtour.com/en/players/marvin-schaber/s0e5/overview",,,,"01.01.2023"
57679,,,,,,,,,"http://www.atpworldtour.com/en/players/philipp-uhde/u09k/overview",,,,"01.01.2023"
57680,,,,,,,,,"http://www.atpworldtour.com/en/players/jordi-mullord/md58/overview",,,,"01.01.2023"
57681,"2017",73,185,"Hertfordshire, England","Harpenden","Right-Handed, One-Handed Backhand","Tom Corrie",,"http://www.atpworldtour.com/en/players/joshua-rose/r0ca/overview",,,,"01.01.2023"
57683,,,,,,,,,"http://www.atpworldtour.com/en/players/david-stevenson/s0mm/overview",,,,"01.01.2023"
57689,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/abdul-ahmed/a0c3/overview",,,,"01.01.2023"
57690,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/bader-alabdullah/a0c4/overview",,,,"01.01.2023"
57694,,,,,,,,,"http://www.atpworldtour.com/en/players/younes-mouktabil/m0el/overview",,,,"01.01.2023"
57696,,,,,,,,,"http://www.atpworldtour.com/en/players/mikkel-baumann/b0cq/overview",,,,"01.01.2023"
57702,,67,175,"Johannesburg","Bath, England","Right-Handed, Two-Handed Backhand","Dave Samuels",,"http://www.atpworldtour.com/en/players/rikhardt-bierman/b0cr/overview",,,,"01.01.2023"
57711,,,,,,,,,"http://www.atpworldtour.com/en/players/andrew-weisser/w09v/overview",,,,"01.01.2023"
57712,,,,,,,,,"http://www.atpworldtour.com/en/players/babji-siva-atturu/a0fj/overview",,,,"01.01.2023"
57714,,,,,,"Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/jackson-wood/w09w/overview",,,,"01.01.2023"
57721,,73,175,"Sanda, Japan","Japan","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/shinji-hazawa/h0ba/overview",,,,"01.01.2023"
57722,,,,,,,,,"http://www.atpworldtour.com/en/players/edgar-jeanmougin/j0a5/overview",,,,"01.01.2023"
57723,,,,,,,,,"http://www.atpworldtour.com/en/players/ulysse-bertrand/b0cp/overview",,,,"01.01.2023"
