id_p,tm,tmw,tml,aces,df,fs,wfs,wss,bps,bpw,fsp,fssp
78917,10,2,8,8,31,61,55,30,46,60,0,0
78918,2,0,2,0,5,50,39,30,31,66,0,0
78919,6,0,6,3,72,49,53,34,43,36,0,0
78926,4,0,4,2,23,38,54,29,41,41,0,0
78929,18,4,14,15,67,67,55,34,43,40,0,0
78931,1,0,1,0,8,51,16,17,12,14,0,0
78933,4,2,2,2,20,69,58,30,41,52,0,0
78934,11,6,5,5,29,63,53,41,46,54,0,0
78940,1,0,1,0,4,65,50,29,42,0,0,0
78942,9,5,4,10,20,65,57,47,45,55,0,0
78944,4,2,2,10,13,57,64,37,54,41,0,0
78945,2,0,2,1,7,56,37,20,29,28,0,0
78953,27,9,18,35,195,58,58,38,50,51,0,0
78954,3,1,2,1,13,50,46,37,45,47,0,0
78955,1,0,1,2,3,47,48,50,37,50,0,0
78986,12,4,8,3,95,64,52,33,44,52,0,0
78987,9,4,5,28,24,58,65,37,44,43,0,0
79039,22,5,17,17,199,58,57,35,48,49,0,0
79058,1,0,1,0,3,46,47,27,50,0,0,0
79098,2,0,2,1,13,61,48,40,30,25,0,0
79123,1,0,1,0,1,47,40,18,12,100,0,0
79125,37,18,19,80,91,57,59,46,56,48,0,0
79236,4,1,3,3,29,64,58,37,67,61,0,0
79243,11,6,5,16,58,63,61,42,50,54,0,0
79264,1,0,1,0,7,64,46,48,46,100,0,0
79265,2,0,2,0,9,64,43,42,39,62,0,0
79268,2,0,2,1,9,52,38,20,25,40,0,0
79270,2,0,2,0,7,64,34,24,33,28,0,0
79271,1,0,1,0,9,41,35,33,33,100,0,0
79281,9,0,9,1,37,46,36,24,33,23,0,0
79285,17,6,11,17,42,63,59,45,48,48,0,0
79300,1,0,1,1,6,53,39,10,36,12,0,0
79304,7,2,5,9,25,64,53,50,59,45,0,0
79307,8,2,6,12,23,64,52,43,43,38,0,0
79308,1,0,1,2,2,76,46,30,37,33,0,0
79459,8,1,7,1,39,60,45,30,45,44,0,0
79467,1,0,1,0,5,67,35,26,50,0,0,0
79468,4,2,2,2,11,73,47,42,46,41,0,0
79469,2,0,2,1,15,62,40,23,26,43,0,0
79474,1,0,1,0,2,54,33,40,16,0,0,0
79475,1,0,1,0,4,55,21,26,25,0,0,0
79478,1,0,1,0,3,60,37,25,33,28,0,0
79482,9,1,8,16,83,47,59,35,22,44,0,0
79484,4,0,4,4,21,61,45,26,30,31,0,0
79504,27,11,16,4,131,66,54,39,47,43,0,0
79597,16,7,9,41,43,57,60,43,50,49,0,0
79599,27,14,13,22,83,66,57,42,48,48,0,0
79604,7,5,2,4,45,59,63,40,50,60,0,0
79609,10,3,7,29,64,50,67,39,46,45,0,0
79613,2,0,2,0,1,66,56,46,41,33,0,0
79618,2,1,1,1,13,46,71,36,60,50,0,0
79620,3,0,3,5,22,55,44,33,42,39,0,0
79622,23,12,11,18,46,53,59,47,58,49,0,0
79624,2,0,2,1,11,60,36,36,30,52,0,0
79627,14,7,7,6,30,68,55,41,47,48,0,0
79629,2,1,1,0,5,81,57,33,42,43,0,0
79664,27,10,17,69,74,62,62,42,51,38,0,0
79699,2,0,2,1,13,50,50,34,52,20,0,0
79700,1,0,1,0,1,82,45,25,58,57,0,0
79701,6,2,4,11,35,55,65,45,63,61,0,0
79733,21,10,11,26,101,56,59,46,48,45,0,0
79734,1,0,1,0,6,69,53,14,44,0,0,0
79765,1,0,1,0,3,62,29,63,28,0,0,0
79772,12,2,10,5,68,51,57,40,48,48,0,0
79774,9,1,8,4,29,66,49,33,34,50,0,0
79780,17,4,13,18,84,57,57,41,47,40,0,0
79785,5,1,4,1,19,61,51,34,32,34,0,0
79834,1,0,1,0,3,62,46,35,37,0,0,0
79914,2,0,2,4,4,60,52,16,23,0,0,0
79919,30,15,15,52,138,62,60,44,55,48,0,0
79930,16,2,14,10,80,56,55,34,42,47,0,0
79964,3,0,3,0,9,64,34,35,32,35,0,0
80001,4,0,4,1,17,54,50,42,29,37,0,0
80035,11,4,7,1,36,60,52,38,47,63,0,0
80038,18,6,12,8,56,58,52,41,40,44,0,0
80041,4,2,2,9,19,56,59,42,54,47,0,0
80042,6,2,4,1,18,55,51,41,42,39,0,0
80043,20,10,10,23,31,60,58,50,58,46,0,0
80044,13,3,10,5,10,71,52,41,40,40,0,0
80046,5,3,2,3,27,62,58,39,28,44,0,0
80048,9,3,6,27,73,52,59,32,48,40,0,0
80053,10,5,5,21,32,49,62,46,46,42,0,0
80056,34,16,18,34,97,60,58,44,52,47,0,0
80057,6,3,3,10,26,67,56,43,50,48,0,0
80059,1,0,1,0,1,60,41,12,14,100,0,0
80061,15,9,6,26,63,56,62,40,51,53,0,0
80064,2,1,1,0,22,55,58,31,41,54,0,0
80065,6,2,4,5,14,74,55,58,70,30,0,0
80069,16,8,8,19,42,59,62,43,46,46,0,0
80070,7,1,6,2,31,67,51,36,35,47,0,0
80071,25,11,14,21,76,61,54,42,49,46,0,0
80072,3,0,3,1,18,54,51,30,46,35,0,0
80073,6,1,5,12,46,47,51,35,26,37,0,0
80075,1,0,1,0,5,61,48,34,57,22,0,0
80076,14,3,11,21,54,62,55,37,48,54,0,0
80079,9,3,6,8,20,73,51,45,52,44,0,0
80080,18,11,7,12,79,70,59,40,51,54,0,0
80091,3,1,2,0,15,60,43,31,36,38,0,0
80099,1,0,1,0,3,62,17,0,0,50,0,0
80100,3,2,1,0,8,75,48,54,52,41,0,0
80101,5,1,4,3,8,58,54,32,42,37,0,0
80103,2,0,2,0,10,63,48,34,52,28,0,0
80200,20,11,9,23,148,60,58,39,52,51,0,0
80202,1,0,1,0,3,54,22,33,25,100,0,0
80266,5,2,3,4,14,62,59,50,45,37,0,0
80269,3,1,2,0,23,54,41,24,41,47,0,0
80270,1,0,1,0,3,59,15,38,0,0,0,0
80277,4,1,3,2,34,55,59,32,44,37,0,0
80278,2,0,2,2,9,64,43,10,33,0,0,0
80279,4,0,4,0,26,57,58,32,40,52,0,0
80280,1,0,1,1,10,64,48,33,33,30,0,0
80283,3,1,2,2,15,71,55,43,62,40,0,0
80301,18,10,8,10,50,69,57,39,43,46,0,0
80347,11,4,7,8,33,66,53,48,49,46,0,0
80351,8,4,4,4,30,64,51,33,39,52,0,0
80379,5,1,4,4,19,60,54,31,38,26,0,0
80417,28,12,16,33,118,64,59,44,50,48,0,0
80420,1,0,1,2,7,59,45,28,41,37,0,0
80426,7,1,6,2,18,65,46,38,45,28,0,0
80427,2,0,2,3,9,44,44,18,14,0,0,0
80429,3,0,3,0,12,62,44,33,36,53,0,0
80431,16,10,6,27,97,58,64,41,46,47,0,0
80481,9,4,5,2,39,75,55,30,51,46,0,0
80498,1,0,1,0,2,73,36,50,25,20,0,0
80526,4,0,4,0,35,42,40,31,38,0,0,0
80535,8,0,8,0,32,59,43,29,38,33,0,0
80536,1,0,1,2,3,58,46,60,33,0,0,0
80538,16,4,12,3,75,63,50,32,27,50,0,0
80540,39,12,27,58,184,61,55,41,44,47,0,0
80615,5,3,2,0,35,61,62,40,64,52,0,0
80671,5,2,3,0,16,57,53,42,38,50,0,0
80673,2,0,2,0,13,54,57,40,57,35,0,0
80674,7,3,4,6,23,58,58,38,50,53,0,0
80678,14,2,12,12,35,61,53,36,40,34,0,0
80681,2,0,2,0,17,57,52,37,52,37,0,0
80689,9,2,7,15,63,55,56,32,32,38,0,0
80700,5,2,3,2,20,65,54,39,52,57,0,0
80703,4,2,2,8,11,65,56,43,53,50,0,0
80713,10,5,5,11,25,66,58,48,55,55,0,0
80714,17,9,8,6,58,64,56,48,53,54,0,0
80715,9,4,5,22,29,58,60,46,43,41,0,0
80716,7,4,3,3,18,66,57,50,54,48,0,0
80718,2,1,1,3,8,66,58,46,50,42,0,0
80719,8,4,4,4,22,64,59,42,30,57,0,0
80840,5,3,2,1,18,64,61,47,42,59,0,0
80841,4,1,3,5,19,58,59,37,46,38,0,0
80842,1,0,1,0,6,45,28,11,25,0,0,0
80849,26,8,18,5,116,64,52,38,45,53,0,0
80850,9,2,7,4,60,58,55,35,46,40,0,0
80852,5,1,4,7,33,57,60,40,50,32,0,0
80871,1,0,1,0,6,60,38,45,50,0,0,0
80952,34,18,16,67,258,53,63,42,48,51,0,0
80954,3,0,3,0,19,58,48,12,24,41,0,0
80956,1,0,1,0,5,57,55,40,28,50,0,0
80963,3,0,3,1,11,70,53,25,34,41,0,0
80964,8,4,4,6,33,77,56,40,46,38,0,0
80967,1,0,1,0,2,57,45,16,14,33,0,0
80968,3,1,2,1,14,59,48,30,48,60,0,0
80973,4,0,4,11,22,52,48,37,39,48,0,0
80980,3,0,3,3,4,67,38,25,20,28,0,0
80984,17,8,9,13,62,64,54,40,44,50,0,0
80985,2,1,1,1,13,60,57,46,65,36,0,0
80995,1,0,1,0,9,50,44,50,63,0,0,0
80999,4,2,2,3,17,54,67,43,56,40,0,0
81000,1,0,1,2,7,46,57,27,0,25,0,0
81008,3,1,2,0,20,60,58,28,57,58,0,0
81147,1,0,1,0,6,48,33,21,40,100,0,0
81158,18,6,12,58,69,56,63,40,55,44,0,0
81164,1,0,1,0,13,50,54,8,36,55,0,0
81165,3,1,2,2,13,73,52,44,54,51,0,0
81190,3,0,3,3,11,62,50,24,34,35,0,0
81192,8,4,4,8,50,59,64,35,40,58,0,0
81194,4,1,3,3,14,60,45,29,41,40,0,0
81195,1,0,1,2,8,61,68,29,55,42,0,0
81216,1,0,1,0,4,55,40,18,12,42,0,0
81237,9,2,7,6,62,61,54,33,41,48,0,0
81357,3,0,3,2,18,45,35,22,22,50,0,0
81358,2,0,2,6,8,55,58,35,50,38,0,0
81360,9,1,8,6,71,58,53,33,39,34,0,0
81381,2,0,2,3,5,58,54,38,65,16,0,0
81382,10,5,5,9,60,60,56,39,52,43,0,0
81383,5,1,4,1,15,57,54,33,47,60,0,0
81385,4,0,4,3,9,71,48,33,33,40,0,0
81386,3,0,3,2,25,53,57,34,41,12,0,0
81389,1,0,1,0,13,45,35,20,33,50,0,0
81450,1,0,1,0,7,50,54,4,30,66,0,0
81513,10,5,5,3,47,64,56,40,49,62,0,0
81549,1,0,1,0,3,61,45,20,33,100,0,0
81553,1,0,1,0,6,67,45,27,45,50,0,0
81554,2,0,2,3,10,46,41,34,42,33,0,0
81556,3,0,3,2,29,52,51,30,41,50,0,0
81557,15,3,12,0,21,72,43,33,32,39,0,0
81558,6,1,5,1,19,65,44,45,35,66,0,0
81559,1,0,1,0,5,44,40,42,0,20,0,0
81561,3,0,3,4,12,58,51,34,42,46,0,0
81562,1,0,1,1,18,50,74,25,58,66,0,0
81564,21,9,12,19,106,58,59,42,50,41,0,0
81640,8,4,4,4,23,56,55,42,47,59,0,0
81676,2,1,1,2,4,69,62,40,45,56,157,125
81694,8,4,4,25,70,58,61,38,56,51,0,0
81706,1,0,1,1,6,55,48,34,54,11,0,0
81707,1,0,1,1,3,43,44,21,45,0,0,0
81708,1,0,1,0,6,64,40,37,35,57,0,0
81713,1,0,1,0,10,42,27,38,30,43,0,0
81715,22,7,15,56,126,58,62,38,48,51,0,0
81717,16,6,10,5,43,64,53,36,35,53,0,0
81718,4,0,4,5,26,62,47,27,44,63,0,0
81721,1,0,1,0,10,50,29,23,14,0,0,0
81723,25,10,15,13,71,68,56,42,51,47,0,0
81726,15,9,6,27,55,58,59,40,48,46,0,0
81746,7,4,3,10,45,60,63,38,40,55,0,0
81757,3,2,1,4,21,62,60,29,50,44,0,0
81770,5,2,3,3,17,61,47,43,51,55,0,0
81869,2,1,1,0,6,65,52,46,38,88,0,0
81872,39,17,22,78,159,58,61,41,45,45,0,0
81877,6,3,3,2,24,65,59,46,37,50,0,0
81878,4,1,3,4,19,55,56,39,40,46,0,0
81879,11,4,7,2,48,60,55,42,42,56,0,0
81880,6,5,1,13,39,56,68,47,54,47,0,0
81892,1,0,1,0,5,52,35,16,0,33,0,0
81998,9,5,4,9,43,55,61,40,43,48,0,0
82000,4,0,4,5,7,51,55,39,48,41,0,0
82004,1,0,1,1,4,50,60,21,45,25,0,0
82020,7,2,5,0,16,79,46,50,33,44,0,0
82043,3,0,3,3,20,62,50,22,39,23,0,0
82044,12,5,7,17,59,57,59,40,53,43,0,0
82077,1,0,1,0,5,62,50,27,0,50,0,0
82117,3,0,3,0,10,62,48,36,28,50,0,0
82164,3,0,3,1,21,58,39,22,27,8,0,0
82165,3,0,3,2,14,54,45,26,41,47,0,0
82167,6,3,3,23,24,55,74,42,61,39,0,0
82168,20,10,10,11,75,70,59,45,54,58,0,0
82172,14,5,9,14,57,59,55,40,48,42,0,0
82313,1,0,1,0,3,77,48,0,16,14,0,0
82316,1,0,1,0,3,78,40,33,57,66,0,0
82317,6,1,5,3,4,71,51,38,37,37,0,0
82318,3,0,3,2,15,59,58,34,51,33,0,0
82319,2,1,1,0,4,69,57,48,44,58,0,0
82324,14,5,9,12,60,66,52,39,39,40,0,0
82325,1,0,1,0,8,70,50,36,33,66,0,0
82326,14,5,9,7,47,68,49,39,36,53,0,0
82333,1,0,1,0,5,56,23,18,30,100,0,0
82335,7,2,5,2,35,65,50,35,49,56,0,0
82337,2,0,2,0,22,46,51,24,38,50,0,0
82338,13,2,11,2,57,59,53,37,47,40,0,0
82339,3,1,2,0,22,54,50,38,39,34,0,0
82341,4,1,3,1,18,63,51,35,44,53,0,0
82344,3,1,2,2,13,63,61,35,64,48,0,0
82350,5,3,2,10,33,59,68,44,57,43,0,0
82419,18,8,10,10,75,57,55,41,46,51,0,0
82492,9,6,3,4,24,75,49,53,41,49,0,0
82494,4,0,4,2,18,65,47,23,35,55,0,0
82498,21,7,14,61,95,56,63,41,50,48,0,0
82500,11,5,6,2,36,75,51,41,51,52,0,0
82504,3,0,3,1,34,45,40,19,25,57,0,0
82505,23,11,12,32,150,58,61,39,49,47,0,0
82520,1,0,1,0,7,56,31,17,36,66,0,0
82527,12,7,5,17,43,61,60,45,55,50,0,0
82528,12,5,7,8,26,59,58,46,51,52,0,0
82562,8,7,1,7,33,70,58,45,63,52,0,0
82682,2,0,2,0,3,66,48,30,50,36,0,0
82698,3,1,2,0,8,66,55,39,55,45,0,0
82713,3,0,3,2,14,60,40,27,37,70,0,0
82717,1,0,1,1,6,59,27,33,25,50,0,0
82719,5,3,2,15,27,55,59,41,39,71,0,0
82729,4,2,2,2,18,65,54,43,50,51,0,0
82731,20,6,14,21,50,56,51,43,47,48,0,0
82733,5,3,2,18,20,66,60,43,52,42,0,0
82735,6,3,3,3,52,53,66,37,48,44,0,0
82875,2,0,2,0,6,63,50,23,38,25,0,0
82878,7,1,6,8,31,56,59,42,50,30,0,0
82882,15,4,11,7,52,68,53,36,44,41,0,0
82895,1,0,1,0,6,55,50,31,16,16,0,0
82896,12,3,9,13,33,65,50,44,51,41,0,0
82897,11,4,7,0,49,65,53,37,45,51,0,0
82898,4,0,4,1,20,60,42,46,45,58,0,0
82904,9,5,4,4,19,73,53,40,47,50,0,0
82908,9,5,4,2,18,68,59,44,39,59,0,0
82909,1,0,1,1,1,70,42,28,50,0,0,0
82910,11,4,7,21,44,55,64,45,52,56,0,0
82915,7,2,5,9,36,59,63,42,55,47,0,0
82916,8,0,8,4,33,53,48,30,32,31,0,0
82917,1,0,1,1,8,44,57,12,50,50,0,0
82925,3,1,2,1,9,70,45,44,46,60,0,0
82950,1,0,1,1,1,73,47,52,64,40,0,0
83044,1,0,1,0,11,65,52,34,50,38,0,0
83083,1,0,1,1,9,57,55,28,37,42,0,0
83084,11,4,7,7,88,59,58,36,56,46,0,0
83086,2,1,1,9,8,67,63,32,42,81,0,0
83090,2,0,2,0,22,46,42,18,43,20,0,0
83091,1,0,1,0,1,61,29,47,50,33,0,0
83094,5,0,5,1,41,59,48,32,42,35,0,0
83095,16,6,10,24,57,62,55,35,47,50,0,0
83096,3,1,2,3,9,63,56,45,14,55,0,0
83099,1,0,1,0,10,57,66,33,37,50,0,0
83110,1,0,1,0,8,45,26,22,25,0,0,0
83236,3,1,2,4,3,53,44,42,37,35,0,0
83237,12,6,6,8,37,67,57,40,56,47,0,0
83238,9,3,6,4,31,61,56,36,41,45,0,0
83241,1,0,1,3,8,50,55,39,58,100,0,0
83242,3,0,3,3,16,60,52,34,37,25,0,0
83246,5,2,3,10,21,52,52,38,37,41,0,0
83247,6,0,6,2,48,54,45,36,40,51,0,0
83249,2,0,2,0,15,53,35,14,31,66,0,0
83253,3,2,1,1,12,65,59,45,65,48,0,0
83257,1,0,1,0,7,54,50,47,61,33,0,0
83259,5,2,3,0,31,61,52,34,52,55,0,0
83264,23,15,8,18,103,65,62,44,60,49,0,0
83265,10,5,5,7,70,57,56,37,51,48,0,0
83270,5,0,5,8,25,62,58,30,59,35,0,0
83273,5,1,4,2,24,64,56,34,48,48,0,0
83276,22,7,15,30,56,58,53,41,49,45,0,0
83277,1,0,1,0,8,47,39,32,50,33,0,0
83278,6,3,3,2,83,54,61,33,40,64,0,0
83326,2,0,2,0,11,72,53,33,40,47,0,0
83425,25,14,11,13,114,66,57,39,50,48,0,0
83427,1,0,1,0,10,50,14,23,20,60,0,0
83428,23,12,11,6,51,68,54,42,47,49,0,0
83435,1,0,1,0,6,51,58,25,60,14,0,0
83440,5,3,2,1,12,61,57,45,57,60,0,0
83441,1,0,1,0,6,70,45,42,16,50,0,0
83454,7,3,4,25,39,51,67,44,44,44,0,0
83456,1,0,1,0,4,54,57,41,61,28,0,0
83461,16,6,10,3,40,73,53,41,51,51,0,0
83544,4,1,3,0,6,57,51,54,61,52,0,0
83576,10,2,8,33,50,51,65,36,51,55,0,0
83578,1,0,1,1,1,60,54,50,55,0,0,0
83588,1,0,1,1,4,51,35,36,37,25,0,0
83592,5,0,5,4,20,49,48,34,42,38,0,0
83597,37,14,23,36,125,68,53,40,45,49,0,0
83603,34,17,17,67,166,54,61,45,56,47,0,0
83608,6,3,3,8,14,65,59,42,54,51,0,0
83612,2,1,1,0,5,73,56,43,50,50,0,0
83613,7,2,5,2,28,58,57,44,50,45,0,0
83620,2,0,2,2,5,66,39,17,29,0,0,0
83795,13,5,8,15,60,62,57,43,51,52,0,0
83799,3,1,2,0,26,60,55,41,56,55,0,0
83801,1,0,1,2,4,51,68,45,66,66,0,0
83802,23,8,15,13,105,55,59,40,47,58,0,0
83809,1,0,1,0,7,42,57,28,28,0,0,0
83812,1,0,1,0,5,66,55,45,42,33,0,0
83820,7,2,5,1,38,65,49,37,49,48,0,0
83822,1,0,1,0,1,72,44,57,16,66,0,0
83825,1,0,1,0,5,68,50,36,50,50,0,0
83826,6,1,5,4,61,53,56,32,47,45,0,0
83827,43,19,24,12,120,69,56,40,50,46,0,0
83830,1,0,1,0,3,64,53,28,50,50,0,0
83851,2,0,2,0,7,60,42,31,42,0,0,0
83963,3,2,1,5,8,40,63,52,56,81,0,0
83965,20,10,10,8,74,66,50,43,46,56,0,0
83969,5,1,4,8,19,52,60,32,46,41,0,0
83971,3,0,3,0,17,54,51,28,50,27,0,0
83973,2,0,2,1,4,68,46,45,45,71,0,0
83975,4,0,4,0,6,70,46,38,26,38,0,0
83976,2,0,2,2,3,70,45,34,42,44,0,0
83980,1,0,1,2,9,49,57,37,50,20,0,0
83985,7,4,3,4,36,67,58,34,40,52,0,0
83986,1,0,1,0,2,70,39,35,57,100,0,0
84088,3,0,3,1,10,69,39,36,48,30,0,0
84089,27,12,15,12,107,66,53,40,46,48,0,0
84091,11,4,7,11,36,53,58,41,50,48,0,0
84093,4,1,3,1,12,75,49,14,26,55,0,0
84117,3,1,2,6,6,59,54,37,52,56,0,0
84154,1,0,1,0,7,56,55,38,44,0,0,0
84155,7,0,7,1,58,42,40,24,36,52,0,0
84157,1,0,1,0,8,60,48,15,50,25,0,0
84160,1,0,1,0,6,59,53,5,0,33,0,0
84163,1,0,1,0,7,73,54,15,45,42,0,0
84167,2,0,2,1,4,60,47,44,37,37,0,0
84169,4,0,4,2,29,59,45,14,32,50,0,0
84171,5,0,5,1,14,58,45,29,34,20,0,0
84223,20,6,14,4,121,60,55,35,41,44,0,0
84224,27,11,16,20,50,64,58,48,51,49,0,0
84226,3,1,2,5,6,47,57,32,36,53,0,0
84228,3,1,2,1,17,55,54,27,29,45,0,0
84273,3,1,2,0,16,65,57,38,40,43,0,0
84357,3,0,3,2,11,55,38,21,29,19,0,0
84358,7,3,4,7,17,56,50,48,44,31,0,0
84360,6,1,5,4,59,37,56,33,45,52,0,0
84362,11,5,6,18,37,58,59,41,56,44,0,0
84363,3,2,1,3,7,61,62,43,40,44,0,0
84378,4,1,3,0,13,57,45,31,26,24,0,0
84379,2,0,2,1,16,37,27,11,25,0,0,0
84403,7,3,4,13,67,52,63,34,29,36,0,0
84427,4,0,4,2,12,71,47,30,47,64,0,0
84454,30,13,17,8,38,72,52,48,43,56,0,0
84463,2,0,2,1,7,66,46,31,42,40,0,0
84465,12,3,9,27,54,48,59,43,49,50,0,0
84466,2,0,2,0,9,62,39,38,23,0,0,0
84467,8,4,4,14,37,56,63,46,36,43,0,0
84469,1,0,1,3,2,59,57,38,50,0,0,0
84495,1,0,1,2,2,56,43,11,36,50,0,0
84527,7,0,7,4,33,62,48,26,32,30,0,0
84564,1,0,1,0,8,61,48,28,45,42,0,0
84565,10,5,5,5,46,62,57,47,41,49,0,0
84566,1,0,1,0,9,59,51,25,41,25,0,0
84568,19,7,12,12,57,67,53,43,46,52,0,0
84573,5,3,2,12,30,60,62,43,58,54,0,0
84575,7,4,3,7,32,63,62,47,47,43,0,0
84602,4,1,3,1,11,62,48,40,20,58,0,0
84625,3,1,2,0,10,64,50,40,34,72,0,0
84629,8,4,4,34,39,59,65,45,43,43,0,0
84736,3,1,2,4,8,56,61,41,56,48,0,0
84738,2,0,2,1,16,54,53,26,45,25,0,0
84741,2,0,2,0,7,60,32,50,45,42,0,0
84838,2,0,2,2,2,78,53,35,35,36,0,0
84843,9,4,5,10,69,57,57,42,45,51,0,0
84848,13,1,12,3,55,64,49,34,40,43,0,0
84849,7,0,7,3,29,61,48,30,46,46,0,0
84851,5,1,4,2,32,56,58,29,53,53,0,0
84852,19,9,10,19,119,54,55,42,45,44,0,0
84853,11,7,4,19,37,57,63,46,57,45,0,0
84869,12,7,5,10,35,67,62,48,56,56,0,0
84870,7,3,4,5,10,62,56,48,34,54,0,0
84881,11,4,7,3,80,55,52,40,50,44,0,0
84885,2,0,2,6,11,58,70,34,33,37,0,0
84946,1,0,1,1,4,54,48,34,45,100,0,0
84948,5,0,5,3,28,58,58,33,50,38,0,0
84951,7,1,6,2,41,65,50,34,33,43,0,0
84952,14,4,10,4,80,56,53,41,50,46,0,0
84954,3,1,2,3,8,53,63,40,40,50,0,0
84960,1,0,1,0,7,70,59,29,25,55,0,0
84962,11,5,6,19,52,60,55,45,51,43,0,0
84965,1,0,1,1,2,71,57,29,28,30,0,0
84967,19,7,12,2,70,62,52,40,41,48,0,0
84972,4,2,2,1,20,64,64,40,46,53,0,0
84973,1,0,1,0,6,67,48,29,22,50,0,0
85072,5,0,5,2,53,58,41,23,37,46,0,0
85073,5,1,4,2,11,56,47,46,39,33,0,0
85074,1,0,1,0,5,40,33,27,28,0,0,0
85079,3,1,2,2,21,59,64,32,50,73,0,0
85080,5,1,4,6,23,54,58,43,50,42,0,0
85081,3,1,2,3,15,69,56,40,27,75,0,0
85082,1,0,1,0,2,79,44,16,56,37,0,0
85086,9,3,6,4,44,56,53,40,39,53,0,0
85089,1,0,1,0,3,63,26,9,25,0,0,0
85090,9,6,3,10,27,58,62,44,55,56,0,0
85092,8,3,5,1,47,55,54,37,43,49,0,0
85093,1,1,0,1,6,47,67,45,60,37,0,0
85104,6,3,3,0,17,77,51,36,50,50,0,0
85107,2,0,2,0,8,56,42,26,26,50,0,0
85108,6,0,6,6,24,53,49,38,48,26,0,0
85192,1,0,1,0,0,68,34,25,33,50,0,0
85194,2,0,2,0,5,75,49,22,33,50,0,0
85247,3,0,3,0,17,53,32,25,17,42,0,0
85249,2,0,2,0,12,58,47,22,42,50,0,0
85253,1,0,1,0,2,48,66,37,50,50,0,0
85255,2,1,1,3,7,58,58,39,61,50,0,0
85276,4,1,3,0,7,67,50,44,47,37,0,0
85363,6,3,3,5,17,67,55,39,53,53,0,0
85364,6,1,5,0,76,43,51,28,25,54,0,0
85373,3,1,2,0,17,59,45,24,34,50,0,0
85378,5,1,4,4,25,60,54,44,53,41,0,0
85381,2,0,2,2,15,55,48,27,15,22,0,0
85426,1,0,1,0,3,39,37,28,25,0,0,0
85431,1,0,1,1,3,50,51,34,53,50,0,0
85496,2,0,2,0,7,62,43,35,47,50,0,0
85502,1,0,1,0,2,72,31,25,30,100,0,0
85504,12,5,7,12,25,68,57,50,56,44,0,0
85513,19,7,12,16,99,60,56,39,45,41,0,0
85515,1,0,1,0,5,73,47,18,45,25,0,0
85516,12,3,9,12,69,48,62,37,52,50,0,0
85517,19,4,15,13,67,62,56,40,48,42,0,0
85520,15,5,10,2,38,69,49,42,44,47,0,0
85521,1,0,1,0,5,58,43,46,59,53,0,0
85522,5,1,4,1,12,67,48,40,52,46,0,0
85523,1,0,1,0,1,69,44,63,58,42,0,0
85554,8,2,6,11,66,60,57,37,53,40,0,0
85626,1,0,1,0,5,56,58,27,44,14,0,0
85634,3,0,3,0,15,50,29,19,28,0,0,0
85635,2,0,2,0,16,48,47,27,40,100,0,0
85642,1,0,1,0,3,64,34,50,50,33,0,0
85649,8,2,6,0,14,75,50,45,39,54,0,0
85689,4,1,3,2,13,59,57,41,38,63,0,0
85692,1,0,1,0,5,54,27,20,25,0,0,0
85696,4,0,4,0,17,66,47,35,58,25,0,0
85734,1,0,1,0,8,58,42,25,50,25,0,0
85740,3,0,3,1,24,57,60,34,39,26,0,0
85743,1,0,1,0,6,55,44,27,45,33,0,0
85745,10,3,7,0,26,60,48,35,41,54,0,0
85760,8,4,4,5,20,66,53,39,39,44,0,0
85781,1,0,1,0,3,62,16,18,33,0,0,0
85861,1,0,1,2,1,56,40,38,40,100,0,0
85871,3,0,3,0,32,36,45,10,25,0,0,0
85876,1,0,1,0,6,51,60,46,37,50,0,0
85877,3,1,2,2,9,65,54,46,50,56,0,0
85881,9,3,6,9,31,60,58,39,45,46,0,0
85883,5,2,3,4,11,66,54,42,32,47,0,0
85884,2,0,2,2,11,56,41,30,25,25,0,0
85887,2,0,2,0,6,64,37,40,23,42,0,0
85888,1,0,1,1,1,48,42,47,53,40,0,0
85993,6,0,6,1,20,68,48,27,41,53,0,0
85995,1,0,1,0,8,42,33,20,45,33,0,0
86003,9,5,4,6,37,54,52,41,46,48,0,0
86014,6,1,5,1,7,68,45,32,40,64,0,0
86017,3,0,3,0,16,58,48,33,33,40,0,0
86020,8,3,5,10,44,58,56,39,54,45,0,0
86022,8,3,5,3,32,61,52,38,51,43,0,0
86023,2,0,2,1,4,61,18,13,20,0,0,0
86026,16,7,9,9,72,61,58,43,46,45,0,0
86027,2,0,2,1,12,66,40,41,20,36,0,0
86029,21,10,11,12,71,65,57,42,46,53,0,0
86030,13,4,9,0,28,64,49,41,46,48,0,0
86045,3,1,2,1,13,60,52,46,42,39,0,0
86046,2,0,2,0,4,66,50,30,50,57,0,0
86047,5,2,3,4,16,61,54,42,55,53,0,0
86048,31,16,15,20,74,68,61,43,45,53,0,0
86049,14,4,10,3,24,68,51,40,52,54,0,0
86070,1,0,1,1,1,65,51,63,50,75,0,0
86077,1,0,1,1,6,47,30,22,46,28,0,0
86119,1,0,1,0,15,32,36,8,22,100,0,0
86156,7,2,5,2,12,71,50,46,53,38,0,0
86186,1,0,1,1,3,61,66,31,40,22,0,0
86201,4,0,4,1,17,74,43,30,46,44,0,0
86206,4,0,4,0,25,58,50,31,37,21,0,0
86209,7,1,6,1,47,59,50,32,39,51,0,0
