ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
169,,,,,,,,,"http://www.wtatennis.com/player-profile/30061",,,,"01.01.2023"
170,"Pro(1991)",66,176,"Lengyeltoti, Hungary","Balatonlelle, Hungary","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/110266",,,,"01.01.2023"
171,,,,,,,,,"http://www.wtatennis.com/player-profile/110362",,,,"01.01.2023"
172,"Pro/Retired(1997)",61,182,"Budapest, Hungary","Budapest, Hungary","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/200014",,,,"01.01.2023"
173,,,,,,,,,"http://www.wtatennis.com/players/10184/liza-andriyani",,,,"01.01.2023"
174,,,,,,,,,"http://www.wtatennis.com/players/30221/mimma-chernovita",,,,"01.01.2023"
175,"Professional",62,174,"Kunsan, Korea","Seoul, Korea","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/100089",,,,"01.01.2023"
176,"Pro(June1,1994)",58,170,"Brno, Czech Republic","Brno, Czech Republic","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/140117",,,,"01.01.2023"
177,"Pro(Jan.1987)",70,159,"Brisbane, Queensland, Australia","Brisbane, Queensland, Australia","Right-handed",,,"http://www.wtatennis.com/player-profile/70084",,,,"01.01.2023"
178,"Pro(January1992)",62,171,"Buenos Aires, Argentina","Buenos Aires, Argentina","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/70211",,,,"01.01.2023"
179,,,,,,,,,"http://www.wtatennis.com/players/160306/laura-pena",,,,"01.01.2023"
180,"Pro(April26,1997)",65,181,"Dortmund, Germany","Sarasota, FL, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/120323","https://twitter.com/lucicbaroni","https://www.facebook.com/lucic.baroni/","https://www.instagram.com/mirjanalucicbaroni/","01.01.2023"
181,,,,,,,,,"http://www.wtatennis.com/player-profile/10211",,,,"01.01.2023"
182,,,,,,,,,"http://www.wtatennis.com/players/130298/maja-muric",,,,"01.01.2023"
183,"Pro",58,175,"Split, Croatia","Split, Croatia","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/160113",,,,"01.01.2023"
184,,,,,,,,,"http://www.wtatennis.com/player-profile/120154",,,,"01.01.2023"
185,"Pro(1991)",67,180,"Plovdiv, Bulgaria","Plovdiv, Bulgaria","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/110178/svetlana-krivencheva",,,,"01.01.2023"
186,"Pro(July1995)",64,173,"Baden-Wurttemberg, Germany","Baden-Wurttemberg, Germany","Right-handed (two-handed backhand)",,"http://www.sandrakloesel.de","http://www.wtatennis.com/player-profile/110325",,,,"01.01.2023"
187,,,,,,,,,"http://www.wtatennis.com/player-profile/30026",,,,"01.01.2023"
188,,,,,,,,,"http://www.wtatennis.com/player-profile/30338",,,,"01.01.2023"
189,"Pro(1993)",61,172,"Kortrijk, Belgium","Antwerpen, Belgium","Right-handed",,,"http://www.wtatennis.com/player-profile/30261",,,,"01.01.2023"
190,"Pro",62,177,"Plzen, Czech Republic","Innsbruck, Austria","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/160235/sylvia-plischke",,,,"01.01.2023"
191,,,,,,,,,"http://www.wtatennis.com/player-profile/130030",,,,"01.01.2023"
192,"Pro(Sept.1993)",63,173,"Cuckfield, Sussex, England","Mountsorrel, Leics, England","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/160183",,,,"01.01.2023"
193,,,,,,,,,"http://www.wtatennis.com/players/190523/elena-salvador-reja",,,,"01.01.2023"
194,,,,,,,,,"http://www.wtatennis.com/player-profile/20279",,,,"01.01.2023"
195,,61,176,"La Pere, Aigne, France","Condren, France","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/120278/magali-lamarre",,,,"01.01.2023"
196,,,,,,,,,"http://www.wtatennis.com/player-profile/100087",,,,"01.01.2023"
197,"Pro",50,159,"Colombes, France","Paris, France","Right-handed (two-handed forehand and backhand)",,,"http://www.wtatennis.com/player-profile/70191",,,,"01.01.2023"
198,"Pro",54,157,"Newestminster, British Columbia, Canada","Toronto, Ontario, Canada","Right-handed (two-handed forehand and backhand)",,,"http://www.wtatennis.com/player-profile/100049",,,,"01.01.2023"
199,"Pro(1994)",61,167,"Cherbourg, France","Boulogne Billancourt, France","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/120277","https://twitter.com/emilieloit","https://www.facebook.com/emilie.loitbigot/","https://www.instagram.com/emilieloit/","01.01.2023"
200,"Pro(Sept.1994)",79,183,"France","Gennevilliers, France","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/40146",,,,"01.01.2023"
201,,,,,,,,,"http://www.wtatennis.com/players/30310/emmanuelle-curutchet",,,,"01.01.2023"
202,"Pro",58,170,"Amiens, France","Amiens, France","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/30347",,,,"01.01.2023"
203,"Pro(Oct.1,1998)",56,168,"Revin, France","Vitrolles, France","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/10110",,,,"01.01.2023"
204,"Pro(1991)",54,159,"Exeter, Devon, England","Exeter, Devon, England","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/10136",,,,"01.01.2023"
205,,,,,,,,,"http://www.wtatennis.com/players/200181/claire-taylor",,,,"01.01.2023"
206,,,,,,,,,"http://www.wtatennis.com/players/190274/shirli-ann-siddall",,,,"01.01.2023"
207,,,,,,,,,"http://www.wtatennis.com/player-profile/230194",,,,"01.01.2023"
208,"Pro(1989)/Retired(January2008)",54,163,"Mackay, Australia","Orlando, Florida, USA","Right-handed (one-handed backhand)",,,"http://www.wtatennis.com/player-profile/160078","https://twitter.com/prattstar22","https://www.facebook.com/npratt022/",,"01.01.2023"
209,,,,,,,,,"http://www.wtatennis.com/player-profile/30238",,,,"01.01.2023"
210,,,,,,,,,"http://www.wtatennis.com/player-profile/230033",,,,"01.01.2023"
211,,,,,,,,,"http://www.wtatennis.com/player-profile/230129",,,,"01.01.2023"
212,"Pro(1994)",60,174,"Freiburg, Germany","Ingolstadt, Germany","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/190446/miriam-schnitzer",,,,"01.01.2023"
213,"Pro(February2,1994)",64,172,"Cucuta, Colombia","Bogota, Colombia","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/260078",,,,"01.01.2023"
214,,,,,,,,,"http://www.wtatennis.com/player-profile/40304",,,,"01.01.2023"
215,"Pro",55,175,"Cluj, Romania","Nuremberg, Germany","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/20113",,,,"01.01.2023"
216,,,,,,,,,"http://www.wtatennis.com/player-profile/130056",,,,"01.01.2023"
217,,,,,,,,,"http://www.wtatennis.com/player-profile/70012",,,,"01.01.2023"
218,,,,,,,,,"http://www.wtatennis.com/player-profile/120175",,,,"01.01.2023"
219,,,,,,,,,"http://www.wtatennis.com/player-profile/20114",,,,"01.01.2023"
220,,,,,,,,,"http://www.wtatennis.com/player-profile/130246",,,,"01.01.2023"
221,,,,,,,,,"http://www.wtatennis.com/players/140146/milena-nekvapilova",,,,"01.01.2023"
222,,,,,,,,,"http://www.wtatennis.com/player-profile/160252",,,,"01.01.2023"
223,"Pro(Feb.3,1994)",65,175,"Prague, Czech Republic","Naples, Florida, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/140081",,,,"01.01.2023"
224,"Pro(June9,1992)",61,170,"Boston, Massachusetts, USA","Lincoln, Massachusetts, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/40131",,,,"01.01.2023"
225,,,,,,,,,"http://www.wtatennis.com/player-profile/180039",,,,"01.01.2023"
226,"Pro(1993)",58,168,"St. Peter, Austria","St. Peter, Austria","Right-handed",,,"http://www.wtatennis.com/player-profile/60160",,,,"01.01.2023"
227,,,,,,,,,"http://www.wtatennis.com/player-profile/160131",,,,"01.01.2023"
228,"Pro(March1,1996)",61,168,"Brno, Czech Republic","Vancouver, British Columbia, Canada","Right-handed",,,"http://www.wtatennis.com/players/110286/renata-kolbovic",,,,"01.01.2023"
229,"Pro(1990)",62,166,"Hunan, China","Hunan, China","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/120117/fang-li",,,,"01.01.2023"
230,"Pro(Nov.1997)",54,160,"Paducah, Kentucky, USA","Paducah, Kentucky, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/200036/jacqueline-trail",,,,"01.01.2023"
232,"Pro(August1997)",60,170,"Columbus, OH, USA","Palo Alto & Newport Beach, CA, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/150134",,,,"01.01.2023"
233,"Pro(May1995)",59,175,"Wichita, Kansas, USA","Wichita, Kansas, USA, and Houston, Texas, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/190571",,,,"01.01.2023"
234,"Pro(1986)/Retired(2000)",56,173,"Versailles, France","Pully, Switzerland","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/80005",,,,"01.01.2023"
235,"Pro(February1,1997)",58,170,"Hyogo, Japan","Hyogo, Japan","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/10209",,,,"01.01.2023"
236,"Pro(Jan.1998)",50,160,"Surakarta, Indonesia","Jakarta, Indonesia","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/160318",,,,"01.01.2023"
237,"Pro(June14,1991)",68,175,"Toronto, Canada","Toronto, Canada","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/40058",,,,"01.01.2023"
238,"Pro(April1996)",60,165,"Tokyo, Japan","Tokyo, Japan","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/150103",,,,"01.01.2023"
239,,,,,,,,,"http://www.wtatennis.com/players/160383/ioana-plesu",,,,"01.01.2023"
240,"Pro",65,178,"Sydney, Australia","Sydney, Australia / Tampa, FL, USA","Right-handed (one-handed backhand)",,,"http://www.wtatennis.com/player-profile/190117",,,,"01.01.2023"
241,"Pro(September1995)",70,175,"Saginaw, MI, USA","Palm Beach Gardens, FL, USA","Right-handed (two-handed backhand)",,"http://www.serenawilliams.com","http://www.wtatennis.com/player-profile/230234","https://twitter.com/serenawilliams","https://www.facebook.com/SerenaWilliams/","https://www.instagram.com/serenawilliams/","01.01.2023"
242,"Pro(Aug.25,1998)/Retired(Oct.29,2010)",64,180,"Moscow, Russia","Monte Carlo, Monaco","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/40289","https://twitter.com/ldementieva81","https://www.facebook.com/elenadementievatennis/",,"01.01.2023"
243,"Pro(March2001)",65,175,"New York, New York, USA","Bradenton, Florida, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/200276",,,,"01.01.2023"
244,"Pro(April1993)",71,180,"Durban, South Africa","Houston, TX, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/80258",,,,"01.01.2023"
245,,,,,,,,,"http://www.wtatennis.com/player-profile/220068",,,,"01.01.2023"
246,"Pro(1994)",58,163,"Moscow, Russia","Moscow, Russia","Ambidextrous",,,"http://www.wtatennis.com/player-profile/110303",,,,"01.01.2023"
247,"Pro",55,167,"Andong, Korea","Seoul, Korea","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/30419",,,,"01.01.2023"
248,,,,,,,,,"http://www.wtatennis.com/player-profile/190306",,,,"01.01.2023"
249,,,,,,,,,"http://www.wtatennis.com/players/140140/marissa-niroj",,,,"01.01.2023"
250,"Pro",60,173,"Redwood City, California, USA","Miami, Florida, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/180319",,,,"01.01.2023"
251,"Pro(1995)/Retired(November2006)",69,181,"Vienna, Austria","Brunn Am Gebirge, Austria","Left-handed",,,"http://www.wtatennis.com/player-profile/190539",,,,"01.01.2023"
252,"Pro",57,171,"Sydney, Australia","Sydney, Australia","Right-handed",,,"http://www.wtatennis.com/player-profile/20260",,,,"01.01.2023"
253,,,,,,,,,"http://www.wtatennis.com/player-profile/130130",,,,"01.01.2023"
254,,,,,,,,,"http://www.wtatennis.com/players/180282/renee-reid",,,,"01.01.2023"
255,"Pro",57,170,"Newcastle, New South Wales, Australia","Newcastle, New South Wales, Australia","Left-handed",,,"http://www.wtatennis.com/player-profile/130459",,,,"01.01.2023"
256,"Pro",58,173,"Cluj, Romania","Nuernberg, Germany","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/20334",,,,"01.01.2023"
257,,,,,,,,,"http://www.wtatennis.com/player-profile/130449",,,,"01.01.2023"
258,"Pro(January1,1991)",53,157,"Minsk, Belarus","Herzelia, Israel","Right-handed (one-handed backhand)",,,"http://www.wtatennis.com/player-profile/190361",,"https://www.facebook.com/smashnova/","https://www.instagram.com/smashnovaanna/","01.01.2023"
259,,,,,,,,,"http://www.wtatennis.com/players/190313/larissa-schaerer",,,,"01.01.2023"
260,,,,,,,,,"http://www.wtatennis.com/player-profile/190594",,,,"01.01.2023"
261,"Pro(April1997)",58,172,"Tel Aviv, Israel","Givataym, Israel","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/150048",,"https://www.facebook.com/tzipi.obziler/",,"01.01.2023"
262,,,,,,,,,"http://www.wtatennis.com/players/70386/juliana-garcia",,,,"01.01.2023"
263,,,,,,,,,"http://www.wtatennis.com/players/130040/melissa-mazzotta",,,,"01.01.2023"
264,"Pro",60,171,"Barcelona, Spain","Arenys de Mar. Barcelona, Spain","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/130396",,,,"01.01.2023"
265,"Pro(January1,1998)",55,167,"Harare, Zimbabwe","Harare, Zimbabwe","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/20351",,,,"01.01.2023"
266,"Pro(January1995)",59,168,"Flint, Michigan, USA","Houston, Texas, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/230186",,,,"01.01.2023"
267,"Pro",59,168,"Modena, Italy","Modena, Italy","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/190613",,,,"01.01.2023"
268,,,,,,,,,"http://www.wtatennis.com/player-profile/10143",,,,"01.01.2023"
269,"Pro(July1999)",59,168,"Split, Croatia","Zagreb, Croatia","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/110380",,,,"01.01.2023"
270,"Pro",65,175,"Maribor, Slovenia","Maribor, Slovenia","Right-handed",,,"http://www.wtatennis.com/player-profile/110193",,,,"01.01.2023"
271,"Pro(1992)",56,160,"Modena, Italy","Modena, Italy","Right-handed (two-handed forehand and backhand)",,,"http://www.wtatennis.com/player-profile/190276",,"https://www.facebook.com/adriana.serrazanetti/","https://www.instagram.com/adrianaserrazanetti/","01.01.2023"
272,"Pro",58,165,"Bilovec, Czech Republic","Sarasota, FL, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/80218",,,,"01.01.2023"
273,"Pro(January1,1998)",68,177,"Pretoria, South Africa","Pretoria, South Africa","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/40242",,,,"01.01.2023"
274,,,,,,,,,"http://www.wtatennis.com/player-profile/80323",,,,"01.01.2023"
275,"Pro",62,170,"Seoul, Korea","Seoul, Korea","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/30332/young-ja-choi",,,,"01.01.2023"
276,"Pro",58,170,"Zaragoza, Spain","Zaragoza, Spain","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/20204",,,,"01.01.2023"
277,"Pro(1994)",60,177,"Bucharest, Romania","Bucharest, Romania","Right-handed",,,"http://www.wtatennis.com/player-profile/190504",,,,"01.01.2023"
278,"Pro(April1999)",58,173,"Budapest, Hungary","Budapest, Hungary","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/70393",,,,"01.01.2023"
279,"Pro(Aug.1996)",59,170,"Novi Sad, Yugoslavia","Novi Sad, Yugoslavia","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/140179",,,,"01.01.2023"
280,"Pro(October4,1996)/Retired(January2011)",67,172,"Mestre, Italy","Bologna, Italy","Right-handed (one-handed backhand)",,,"http://www.wtatennis.com/player-profile/30348","https://twitter.com/taxgarbin",,"https://www.instagram.com/tathianagarbin/","01.01.2023"
281,"Pro(Dec.1996)",67,178,"Alma-Aty, Kazakhstan","Alma-Aty, Kazakhstan","Right-handed",,,"http://www.wtatennis.com/player-profile/190572",,,,"01.01.2023"
282,,,,,,,,,"http://www.wtatennis.com/player-profile/110481",,,,"01.01.2023"
283,"Pro(July1996)",60,170,"Freiburg im Breisgau, Germany","Schluchsee, Germany/Berlin, Germany","Left-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/190471/syna-schreiber",,,,"01.01.2023"
284,"Pro(1999)",62,176,"Tuebingen, Germany","Stuttgart, Germany","Right-handed (two-handed backhand)",,"http://www.jasmin-woehr.de/","http://www.wtatennis.com/player-profile/230219",,,,"01.01.2023"
285,,,,,,,,,"http://www.wtatennis.com/players/130455/nuria-montero",,,,"01.01.2023"
286,,,,,,,,,"http://www.wtatennis.com/players/190375/ana-salas-lozano",,,,"01.01.2023"
287,,,,,,,,,"http://www.wtatennis.com/players/20462/segolene-berger",,,,"01.01.2023"
288,"Pro(1997)",53,155,"Trenton, New Jersey, USA","Bradenton, Florida, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/130342/karin-miller",,,,"01.01.2023"
289,"Pro(March1999)",63,172,"Maribor, Slovenia","Maribor, Slovenia","Right-handed",,,"http://www.wtatennis.com/player-profile/160339",,"https://www.facebook.com/Tina.Pisnik/",,"01.01.2023"
290,"Pro(Sept.1997)",66,175,"Innsbruck, Tirol, Austria","Vienna, Austria","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/230204",,,,"01.01.2023"
291,"Pro(July1994)",60,168,"Norwich, Norfolk, England","Sutton Coldfield, England","Right-handed",,,"http://www.wtatennis.com/players/120303/louise-kilshaw",,,,"01.01.2023"
292,"Pro(1992)",62,175,"Roznov Pod Radhostem, Czech Republic","Roznov Pod Radhostem, Czech Republic","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/220135",,,,"01.01.2023"
293,"Pro(1996)",70,176,"Sumperk, Czech Republic","Prague, Czech Republic","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/160361",,,,"01.01.2023"
294,,,,,,,,,"http://www.wtatennis.com/players/80348/jana-hlavackova",,,,"01.01.2023"
295,"Pro(1995)",66,172,"Bibbiena, Arezzo, Italy","Arezzo, Italy","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/players/260074/maria-paola-zavagli",,,,"01.01.2023"
296,"Pro(1997)",62,171,"Piestany, Slovakia","Piestany, Slovakia","Right-handed",,,"http://www.wtatennis.com/player-profile/30390",,,,"01.01.2023"
297,"Pro(September6,1999)",74,178,"Moscow, Russia","Moscow, Russia","Right-handed (two-handed backhand)",,"http://www.petrovadreamteam.com/","http://www.wtatennis.com/player-profile/160379","https://twitter.com/petrova_nadia","https://www.facebook.com/Nadia-Petrova-Official-275409989183767/",,"01.01.2023"
298,"Pro(1997)",59,168,"Koprivnice, Czech Republic","Jihlava, Czech Republic","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/190476",,,,"01.01.2023"
299,"Pro(1993)",62,170,"Rome, Italy","Rome, Italy","Right-handed",,,"http://www.wtatennis.com/player-profile/40189",,,,"01.01.2023"
