match_id,match_timestamp,p1_name,p2_name,p1_avg_1st_sv_speed,p2_avg_1st_sv_speed,p1_avg_2nd_sv_speed,p2_avg_2nd_sv_speed,p1_winners,p2_winners,p1_unforced_errors,p2_unforced_errors,p1_net_points_won,p2_net_points_won,p1_net_points_played,p2_net_points_played,data_added_timestamp
rTeEor2b,1755624300,Sakellaridis S.,Giunta M.,,,,,,,,,,,,,1755648394.453703
ATEIbXZH,1755619200,Searle H.,Reymond A.,,,,,,,,,,,,,1755648390.771449
84I12Fzg,1755617100,Azoidis D.,Bertrand R.,,,,,,,,,,,,,1755648387.085547
M7ryHEkn,1755612600,Wiskandt M.,Jones M.,,,,,,,,,,,,,1755648381.765506
4rpNqMWA,1755611400,Bicknell B.,Potenza L.,,,,,,,,,,,,,1755648378.084851
Wr3RdB4U,1755605400,Thanos A.,Rosenkranz M.,,,,,,,,,,,,,1755648373.587738
jiK2Piod,1755605400,Paul J.,Wendelken H.,,,,,,,,,,,,,1755648367.644763
AsCfRDGq,1755605400,Jodar R.,Wallart E.,,,,,,,,,,,,,1755648363.961344
d05hBAJN,1755604800,Sakellaridis S.,Shelbayh A.,,,,,,,,,,,,,1755648359.245499
E1mSlBOq,1755636000,Marterer M.,Negritu Ch.,,,,,,,,,,,,,1755648355.771611
neHi3Gnp,1755627600,Strombachs R.,Cerny M.,,,,,,,,,,,,,1755648350.242919
KMUb1fHd,1755625200,Ehrenschneider N.,Popovic S.,,,,,,,,,,,,,1755648345.327727
2NuL8xPM,1755624300,Berrettini J.,Gadamauri B.,,,,,,,,,,,,,1755648339.183935
xbaq96z3,1755621300,Paroulek T.,Denolly C.,,,,,,,,,,,,,1755648335.291504
Y33Tnkgd,1755618300,Kolar Z.,Mikrut L.,,,,,,,,,,,,,1755648330.993591
MPqO8WFF,1755618000,Poljicak M.,Stebe C.,,,,,,,,,,,,,1755648327.509056
IV1dfX0M,1755610800,Torres J. B.,Squire H.,,,,,,,,,,,,,1755648323.413559
YHr21l8k,1755610800,Prado Angelo J. C.,Bailly G. A.,,,,,,,,,,,,,1755648319.522003
fcxDAbfA,1755610800,Masur D.,Sanchez Martinez B.,,,,,,,,,,,,,1755648314.19886
2RmJtuhR,1755654600,McDonald M.,Darderi L.,,,,,,,,,,,,,1755648297.611016
nDMwBzce,1755654300,Navone M.,Giron M.,,,,,,,,,,,,,1755648292.487701
URnUlBdc,1755652800,Kecmanovic M.,Kovacevic A.,,,,,,,,,,,,,1755648288.802534
K8DtAtHk,1755651900,Medjedovic H.,Fearnley J.,,,,,,,,,,,,,1755648281.837675
4ztQA4Mk,1755650700,Diallo G.,Basavareddy N.,,,,,,,,,,,,,1755648277.966363
EiKYA7qg,1755645000,Mpetshi Perricard G.,Martinez P.,,,,,,,,,,,,,1755648274.261577
zaEJ3mFM,1755644700,Fucsovics M.,Griekspoor T.,,,,,,,,,,,,,1755648269.754252
belhEwTs,1755644700,Blanch Dar.,Muller A.,,,,,,,,,,,,,1755648265.248907
vXKA59pA,1755644700,Bautista-Agut R.,O'Connell C.,,,,,,,,,,,,,1755648261.357365
rVth2w1L,1755581400,Borges N.,Majchrzak K.,,,,,,,,,,,,,1755648257.264136
4K3EWuCT,1755576300,Dostanic S.,Vukic A.,,,,,,,,,,,,,1755648251.118746
UuImIH4l,1755573000,Comesana F.,Bellucci M.,,,,,,,,,,,,,1755648247.430069
CEjcGg2k,1755652800,Kypson P.,Tomic B.,,,,,,,,,,,,,1755648216.302352
t8NnRAG7,1755651000,Rocha H.,Herbert P.,,,,,,,,,,,,,1755648212.40689
tAOj9xeM,1755651000,Cerundolo J. M.,Hemery C.,,,,,,,,,,,,,1755648207.903018
ziUq2rQs,1755650700,Shimizu Y.,Shimabukuro S.,,,,,,,,,,,,,1755648203.191853
rFA2F7Il,1755648900,Johns G.,Smith C.,,,,,,,,,,,,,1755648198.279607
h6gdJyyK,1755647400,Kennedy J.,Tirante T. A.,,,,,,,,,,,,,1755648194.591121
zDLrBbQ9,1755646200,Bouquier A.,Piros Z.,,,,,,,,,,,,,1755648189.673116
dxaE6wzH,1755645900,Bolt A.,Crawford O.,,,,,,,,,,,,,1755648183.941706
zD5KEL9m,1755642300,Zheng M.,Uchiyama Y.,,,,,,,,,,,,,1755648180.459316
IHWDwu6U,1755642000,Pavlovic L.,Riedi L.,,,,,,,,,,,,,1755648175.545652
rZYvhvLN,1755641400,Draxl L.,Jacquet K.,,,,,,,,,,,,,1755648172.060468
6TwGcrin,1755640200,Virtanen O.,Willwerth B.,,,,,,,,,,,,,1755648167.351475
fuoAdaBG,1755639000,Taberner C.,Kym J.,,,,,,,,,,,,,1755648161.616832
S6bHfwtT,1755639000,Kubler J.,Loffhagen G.,,,,,,,,,,,,,1755648156.701552
ImwyCgTg,1755634500,Zeppieri G.,Habib H.,,,,,,,,,,,,,1755648153.015806
rw9SCav0,1755634500,Lajovic D.,van Assche L.,,,,,,,,,,,,,1755648149.534029
p4Y5u1yI,1755634200,Zhukayev B.,Pinnington Jones J.,,,,,,,,,,,,,1755648145.845981
xx2yBw9C,1755634200,Wu Y.,Ficovich J. P.,,,,,,,,,,,,,1755648140.726729
48wE742K,1755634200,Rodriguez Taverna S.,Krueger M.,,,,,,,,,,,,,1755648137.250107
2HQ3Dom1,1755634200,Mochizuki S.,Rodionov J.,,,,,,,,,,,,,1755648133.564543
0jFBnIro,1755634200,Holmgren A.,Svajda Z.,,,,,,,,,,,,,1755648129.66785
hp2cALzh,1755634200,Burruchaga R. A.,Engel J.,,,,,,,,,,,,,1755648125.776329
Qs0N3GIq,1755633900,Faria J.,Noguchi R.,,,,,,,,,,,,,1755648121.474068
G6RPeIWG,1755633900,Choinski J.,Collarini A.,,,,,,,,,,,,,1755648115.534585
YPd1bLt4,1755633600,Choinski J.,Atmane T.,,,,,,,,,,,,,1755648108.562088
tCykqqxg,1755576600,Passaro F.,Hsu Y. H.,,,,,,,,,,,,,1755648105.089926
Y73V1fmd,1755574800,Gueymard Wayenburg S.,Pacheco Mendez R.,,,,,,,,,,,,,1755648101.609333
GnFmLxkA,1755574500,Martin Tiffon P.,Sun F.,,,,,,,,,,,,,1755648096.489177
jHVNMkQE,1755573900,Galarneau A.,Prizmic D.,,,,,,,,,,,,,1755648092.800357
2LGFUqNa,1755572700,Popko D.,Seyboth Wild T.,,,,,,,,,,,,,1755648089.114693
OAwxanY7,1755572400,Harris L.,Evans D.,,,,,,,,,,,,,1755648085.223135
SQYhaeSj,1755572400,Cassone M.,Monteiro T.,,,,,,,,,,,,,1755648081.129397
YsKvTWoe,1755569700,Maestrelli F.,McCabe J.,,,,,,,,,,,,,1755648075.80178
veDRNC6M,1755525600,Jorda Sanchis D.,Nesterov P.,,,,,,,,,,,,,1755648056.551111
Aw4cIjUq,1755523500,Bondioli F.,Agamenone F.,,,,,,,,,,,,,1755648053.070757
QFRKilQQ,1755522900,Serdarusic N.,Fomin S.,,,,,,,,,,,,,1755648047.744897
Kpc0sf9k,1755519000,Roncadelli F.,Kovalik J.,,,,,,,,,,,,,1755648043.649913
feuBduXq,1755519000,Molcan A.,Pieczonka F.,,,,,,,,,,,,,1755648039.75763
v9WHXbbE,1755519000,Gulin S.,Blanch D.,,,,,,,,,,,,,1755648036.069986
QNeMFAhJ,1755542100,Donski A.,Michalski D.,,,,,,,,,,,,,1755648031.977685
dr45Jhgf,1755535500,Gakhov I.,Vasilev A.,,,,,,,,,,,,,1755648027.67445
OIeMB1io,1755534300,Ferreira Silva F.,Pereira T.,,,,,,,,,,,,,1755648023.78987
hv7lGL4D,1755534000,Shah A.,Sharipov M.,,,,,,,,,,,,,1755648020.096277
WKGsJqaB,1755528600,Jianu F. C.,Dodig M.,,,,,,,,,,,,,1755648016.0064
pj5RQz1K,1755528600,Ajdukovic D.,Schwaerzler J. J.,,,,,,,,,,,,,1755648011.902204
4znbLEOs,1755518400,Yevseyev D.,Sharipov M.,,,,,,,,,,,,,1755648008.001859
l6hBk1ft,1755526800,Potenza L.,Leong M. W. K.,,,,,,,,,,,,,1755648004.324626
0pUFWtkf,1755526200,Castagnola L.,Giunta M.,,,,,,,,,,,,,1755648000.265746
Au510I8b,1755525000,Fellin P. O.,Kimhi O.,,,,,,,,,,,,,1755647995.519111
dKycPkOp,1755519000,Wendelken H.,Raquillet L.,,,,,,,,,,,,,1755647991.012247
SnILlxHF,1755519000,Wallart E.,Matsuoka H.,,,,,,,,,,,,,1755647987.529833
lbApAqqg,1755519000,Moroni F.,Vales A.,,,,,,,,,,,,,1755647981.590492
4WBA0g55,1755546900,Ursu V.,Xilas I.,,,,,,,,,,,,,1755647977.700951
IZypFhKb,1755539400,Lokoli L.,Langmo C.,,,,,,,,,,,,,1755647973.602965
ziKg4y6t,1755536700,Parker S.,Gengel M.,,,,,,,,,,,,,1755647969.711551
dQlqpYKO,1755536400,Echargui M.,Hara Friend J. D.,,,,,,,,,,,,,1755647965.820161
jmzhDWlB,1755532200,Poullain L.,Martineau M.,,,,,,,,,,,,,1755647962.135116
CItf99c6,1755494100,Svrcina D.,Tirante T. A.,,,,,,,,,,,,,1755647958.037476
Q7uPcJmg,1755532500,Popovic S.,Covato M.,,,,,,,,,,,,,1755647954.555558
4Iz7Y2Ks,1755530700,Paroulek T.,Steiner M.,,,,,,,,,,,,,1755647950.869124
4bGM8eJ8,1755528600,Lopez Morillo I.,Ehrenschneider N.,,,,,,,,,,,,,1755647947.184427
Iw2161rI,1755524400,Kasnikowski M.,Gadamauri B.,,,,,,,,,,,,,1755647943.496236
ja86u2Er,1755524400,Barsukov N.,Sanchez Martinez B.,,,,,,,,,,,,,1755647939.399616
KCgsIsz1,1755524400,Arias B.,Cerny M.,,,,,,,,,,,,,1755647935.098578
Ew5ubF1c,1755549300,Martin A.,Dedura D.,,,,,,,,,,,,,1755647931.208741
6VtAaSx2,1755544500,Sanchez Izquierdo N.,Brancaccio R.,,,,,,,,,,,,,1755647927.292975
YsShzC9j,1755541800,Petkovic M.,Barton H.,,,,,,,,,,,,,1755647923.014711
0AeFAho3,1755539700,Schoenhaus M.,Nicod J.,,,,,,,,,,,,,1755647918.918703
M38mdgW9,1755537600,Montes-De La Torre I.,Zahraj P.,,,,,,,,,,,,,1755647914.823826
UkmW6ApS,1755537300,Ritschard A.,Molleker R.,,,,,,,,,,,,,1755647910.931027
hxWPCTEt,1755566100,Kopriva V.,Korda S.,,,,,,,,,,,,,1755647902.738637
z3fpRJZj,1755565500,Navone M.,Suresh D.,,,,,,,,,,,,,1755647898.645814
EgyrB0cL,1755564600,Kovacevic A.,Misolic F.,,,,,,,,,,,,,1755647894.342783
Y9WHNwsR,1755558600,Gaston H.,Fucsovics M.,,,,,,,,,,,,,1755647890.244766
vBw9PaCE,1755558300,Safiullin R.,O'Connell C.,,,,,,,,,,,,,1755647885.943647
r5F5Y1sH,1755558300,Coric B.,Blanch Dar.,,,,,,,,,,,,,1755647881.87327
jccbzOC4,1755558300,Collignon R.,Basavareddy N.,,,,,,,,,,,,,1755647876.933732
C4oN1dK7,1755492600,McDonald M.,Holt B.,,,,,,,,,,,,,1755647872.668296
YZF8d1rS,1755488400,Nishioka Y.,Carreno-Busta P.,,,,,,,,,,,,,1755647867.920269
QXfmkJz2,1755487500,Bu Y.,Tseng C. H.,,,,,,,,,,,,,1755647863.414439
SxD0bNDF,1755483300,Medjedovic H.,Rinderknech A.,,,,,,,,,,,,,1755647857.886082
l22Xap3e,1755562200,Sinner J.,Alcaraz C.,,,,,,,,,,,,,1755647852.357871
voSZCKec,1755566400,Duckworth J.,Bagnis F.,,,,,,,,,,,,,1755647810.368502
OlpSDFbs,1755566400,Den Ouden G.,Galan D. E.,,,,,,,,,,,,,1755647806.886528
z9VWg0jB,1755566100,Maloney P.,Ymer E.,,,,,,,,,,,,,1755647803.199605
tWaRLFvS,1755564000,Gojo B.,Blanchet U.,,,,,,,,,,,,,1755647799.458026
WINh0Mff,1755563400,Clarke J.,Satterfield J.,,,,,,,,,,,,,1755647796.033031
lxucsN65,1755562800,Basilashvili N.,Onclin G.,,,,,,,,,,,,,1755647792.355096
8OO8hVho,1755561300,Chidekh C.,Struff J-L.,,,,,,,,,,,,,1755647788.817567
4WL0b0P6,1755560400,Cazaux A.,Lajal M.,,,,,,,,,,,,,1755647784.939526
AmXL2UYr,1755559500,Huesler M.,Napolitano S.,,,,,,,,,,,,,1755647780.573151
juUmKsnQ,1755558300,Daniel T.,Sachko V.,,,,,,,,,,,,,1755647774.627326
6gN6W5hm,1755554700,Klein L.,Gomez F. A.,,,,,,,,,,,,,1755647769.814343
zZENSNiC,1755554100,Stricker D.,Cina F.,,,,,,,,,,,,,1755647765.208082
EgsOeMLb,1755553500,Garin C.,Watanuki Y.,,,,,,,,,,,,,1755647760.192223
M30ZlE8E,1755553200,Trungelliti M.,Eubanks C.,,,,,,,,,,,,,1755647756.50227
Qagg0sCi,1755553200,Monday J.,Mayot H.,,,,,,,,,,,,,1755647749.741921
lGoIPcu3,1755552900,Kukushkin M.,Pellegrino A.,,,,,,,,,,,,,1755647745.891365
MTqQNyAF,1755552600,Trotter J. K.,Harris B.,,,,,,,,,,,,,1755647742.457827
OC0Rq1AD,1755552300,De Jong J.,Gaubas V.,,,,,,,,,,,,,1755647738.073794
tpu0zFgL,1755547500,Tabur C.,Landaluce M.,,,,,,,,,,,,,1755647732.742025
IimN4H4T,1755547500,Rodesch C.,Wong C.,,,,,,,,,,,,,1755647728.645872
Kdmto57t,1755547500,Martin A.,Durasovic V.,,,,,,,,,,,,,1755647723.121063
lCe68a54,1755547500,Llamas Ruiz P.,Hanfmann Y.,,,,,,,,,,,,,1755647718.405715
YTv6EXW1,1755547500,Grenier H.,Jasika O.,,,,,,,,,,,,,1755647713.692401
0zXixyP8,1755547500,Gigante M.,Butvilas E.,,,,,,,,,,,,,1755647708.571614
SGye8EfM,1755461100,Bellucci M.,Shevchenko A.,,,,,,,,,,,,,1755647691.980586
IFopEcHE,1755455400,Bondioli F.,Markov V.,,,,,,,,,,,,,1755647685.530077
dUOW4gv1,1755451800,Kirov V.,Nesterov P.,,,,,,,,,,,,,1755647681.326845
QukhCynR,1755450600,Couacaud E.,Agamenone F.,,,,,,,,,,,,,1755647674.980059
AwAFuwBk,1755446700,Boitan G. A.,Jorda Sanchis D.,,,,,,,,,,,,,1755647668.42256
E7OqoamS,1755445500,Milev Y.,Fomin S.,,,,,,,,,,,,,1755647662.682998
Y5OMmBlC,1755444900,Serdarusic N.,Latinovic S.,,,,,,,,,,,,,1755647655.629096
ADQO6F9l,1755444900,Shah A.,Latinovic S.,,,,,,,,,,,,,1755647651.106403
zeCtfxQr,1755442200,Molcan A.,Dev S D P.,,,,,,,,,,,,,1755647647.44576
rcX11KX8,1755440400,Mazdrashki A.,Blanch D.,,,,,,,,,,,,,1755647643.935974
GjuGwHu2,1755438900,Pieczonka F.,Mrva M.,,,,,,,,,,,,,1755647640.248092
273cjfP7,1755432600,Roncadelli F.,Kalyanpur A.,,,,,,,,,,,,,1755647636.559608
4CLAab2L,1755432300,Kovalik J.,Alcala Gurri M.,,,,,,,,,,,,,1755647632.271215
Ug5khGfe,1755432300,Gulin S.,Georgiev G.,,,,,,,,,,,,,1755647628.7876
UkV1XfyJ,1755456600,Makk P.,Giunta M.,,,,,,,,,,,,,1755647624.679108
tGJoywxf,1755452700,Fellin P. O.,Thomson C.,,,,,,,,,,,,,1755647620.268371
E135e7N8,1755452400,Tsitsipas Pe.,Leong M. W. K.,,,,,,,,,,,,,1755647615.144246
250IZP0k,1755450300,Ivanov S.,Kimhi O.,,,,,,,,,,,,,1755647609.513024
K0Vxwa7s,1755446700,Potenza L.,Kountourakis I.,,,,,,,,,,,,,1755647601.424514
rLJounwS,1755444900,Castagnola L.,Bilozertsev N.,,,,,,,,,,,,,1755647596.387407
tUbKkxim,1755441300,Nefve A.,Raquillet L.,,,,,,,,,,,,,1755647588.518887
zeGws88F,1755440400,Moroni F.,Holban V.,,,,,,,,,,,,,1755647582.565719
lf2SmGLa,1755438300,Wendelken H.,Nouchakis G.,,,,,,,,,,,,,1755647578.265785
MqImebTP,1755432600,Sakellaridis M.,Matsuoka H.,,,,,,,,,,,,,1755647573.581193
ltNgZG66,1755432600,Nedelko I.,Vales A.,,,,,,,,,,,,,1755647569.04379
zJbQX3V1,1755432600,Broady L.,Wallart E.,,,,,,,,,,,,,1755647564.541752
Q3y9ezGO,1755406800,Buse I.,Svrcina D.,,,,,,,,,,,,,1755647559.729743
Sb6uGnuI,1755400500,Wawrinka S.,Tirante T. A.,,,,,,,,,,,,,1755647554.826852
xr5RDHVh,1755412200,Fery A.,Tomic B.,,,,,,,,,,,,,1755647550.920293
vLjcoxIi,1755463200,Lopez Morillo I.,Wiedenmann L.,,,,,,,,,,,,,1755647547.237615
80rEsfHG,1755461400,Uzhylovskyi V.,Covato M.,,,,,,,,,,,,,1755647543.354732
4SyNuYoT,1755452700,Held J.,Ehrenschneider N.,,,,,,,,,,,,,1755647539.454662
MuSOTPGM,1755452100,Arias B.,Hellum-Lilleengen L.,,,,,,,,,,,,,1755647535.835788
S0gikoJP,1755450900,Duda F.,Steiner M.,,,,,,,,,,,,,1755647532.291438
OWvNqPtm,1755445800,Ymer M.,Hellum-Lilleengen L.,,,,,,,,,,,,,1755647528.602923
zmp6qGn4,1755445200,Schifris J.,Cerny M.,,,,,,,,,,,,,1755647524.921137
SOyvtstC,1755439800,Bellifemine A.,Gadamauri B.,,,,,,,,,,,,,1755647521.230968
KbYVs3Ba,1755439500,Sanchez Martinez B.,Donald M.,,,,,,,,,,,,,1755647517.545951
nDlCNYPp,1755439500,Guerrieri A.,Barsukov N.,,,,,,,,,,,,,1755647514.06322
K0mxtMOE,1755468600,Vukic A.,Poling K.,,,,,,,,,,,,,1755647510.377297
KCew2zHj,1755468600,Tabilo A.,Suresh D.,,,,,,,,,,,,,1755647506.897053
Eg5TsCUr,1755468600,Schoolkate T.,Basavareddy N.,,,,,,,,,,,,,1755647503.418994
lC3KFvTa,1755468600,Royer V.,Blanch Dar.,,,,,,,,,,,,,1755647499.730002
I7iuiu6k,1755477300,Van De Zandschulp B.,Walton A.,,,,,,,,,,,,,1755647484.373708
jkcE3Ike,1755477300,Goffin D.,Martinez P.,,,,,,,,,,,,,1755647480.688368
ttwzDMS8,1755475800,Ofner S.,Kopriva V.,,,,,,,,,,,,,1755647477.001742
rPg65vLr,1755475800,Majchrzak K.,Jarry N.,,,,,,,,,,,,,1755647473.317951
Q7BdGeZ0,1755401400,Zverev A.,Alcaraz C.,,,,,,,,,,,,,1755647469.631687
pr5gKwr3,1755387600,Skatov T.,Travaglia S.,,,,,,,,,,,,,1755647453.660058
dCNvwVW0,1755384000,Mochizuki S.,Shevchenko A.,,,,,,,,,,,,,1755647449.976716
AiDr6mNh,1755375000,Faria J.,Bellucci M.,,,,,,,,,,,,,1755647446.113692
p25X83cD,1755314700,Basilashvili N.,Shevchenko A.,,,,,,,,,,,,,1755647442.603921
n3T0AIQF,1755355800,Kolar Z.,Dellien Velasco M. A.,,,,,,,,,,,,,1755647439.123554
bebrirYh,1755349200,Jodar R.,Added D.,,,,,,,,,,,,,1755647434.647834
zRhbOcFj,1755327600,De Jong J.,Svrcina D.,,,,,,,,,,,,,1755647425.817706
OnZhpuxA,1755320100,Wawrinka S.,Cerundolo J. M.,,,,,,,,,,,,,1755647422.131013
vshTTJiT,1755313800,Altmaier D.,Buse I.,,,,,,,,,,,,,1755647418.447634
8x4Q4i13,1755312600,Tirante T. A.,Cazaux A.,,,,,,,,,,,,,1755647414.761886
lxPnvXzP,1755327900,Ficovich J. P.,Fery A.,,,,,,,,,,,,,1755647411.076606
ImiRRWLr,1755317700,Tomic B.,Rodriguez J. A.,,,,,,,,,,,,,1755647407.391394
bgVXp7vh,1755388500,Tabilo A.,Seelig K.,,,,,,,,,,,,,1755647403.332417
Knr6W7Pb,1755388500,Schoolkate T.,Kingsley C.,,,,,,,,,,,,,1755647399.817449
SCoEUofB,1755384900,Suresh D.,Mayo A.,,,,,,,,,,,,,1755647395.518023
KAQhN3no,1755384000,Rybakov A.,Basavareddy N.,,,,,,,,,,,,,1755647391.833309
bXgcYTfn,1755382200,Royer V.,Miyoshi K.,,,,,,,,,,,,,1755647388.148864
6JYuqo94,1755379800,Blanch Dar.,Boyer T.,,,,,,,,,,,,,1755647384.464411
AcYiI9DO,1755375300,Kwiatkowski T. S.,Poling K.,,,,,,,,,,,,,1755647380.577438
OvuNSPON,1755375000,Vukic A.,Pow L.,,,,,,,,,,,,,1755647376.894314
OQalEQ9U,1755375000,Kwiatkowski T. S.,Nava E.,,,,,,,,,,,,,1755647373.207351
hULwsl9d,1755389400,Sinner J.,Atmane T.,,,,,,,,,,,,,1755647365.022617
d60xeMWo,1755317400,Shelton B.,Zverev A.,,,,,,,,,,,,,1755647361.133835
hlxaOTvA,1755302100,Travaglia S.,Prado Angelo J. C.,,,,,,,,,,,,,1755647344.967241
McVzeO3c,1755293100,Skatov T.,Vacherot V.,,,,,,,,,,,,,1755647341.080262
GCrUjAKU,1755306000,Mochizuki S.,Misolic F.,,,,,,,,,,,,,1755647333.790323
rapMhWkI,1755294600,Lajal M.,Faria J.,,,,,,,,,,,,,1755647330.233652
Q5QIw6qL,1755288600,Bellucci M.,Klein L.,,,,,,,,,,,,,1755647326.546179
WSp6C5Ug,1755230100,Basilashvili N.,Cassone M.,,,,,,,,,,,,,1755647322.859559
GnyaJwr4,1755229800,Shimabukuro S.,Shevchenko A.,,,,,,,,,,,,,1755647318.970189
pQsjrHMq,1755225000,Mochizuki S.,Poling K.,,,,,,,,,,,,,1755647315.282091
pxKIlujJ,1755223200,Bigun K.,Faria J.,,,,,,,,,,,,,1755647311.59568
pn7ionLt,1755266700,Dellien Velasco M. A.,Blanch D.,,,,,,,,,,,,,1755647308.114857
f5tsvVDD,1755263100,Fatic N.,Kolar Z.,,,,,,,,,,,,,1755647304.224387
6FrjgGy8,1755275100,Jodar R.,Brunclik P.,,,,,,,,,,,,,1755647300.537472
hdYJZUvI,1755268200,Lokoli L.,Added D.,,,,,,,,,,,,,1755647296.646402
nXjDfhL5,1755241800,De Jong J.,Pacheco Mendez R.,,,,,,,,,,,,,1755647285.791684
v14dbzMt,1755239700,Buse I.,Zhukayev B.,,,,,,,,,,,,,1755647281.694762
0Gh5dEjg,1755236700,Wong C.,Cazaux A.,,,,,,,,,,,,,1755647278.212869
Q906bR2c,1755235200,Burruchaga R. A.,Cerundolo J. M.,,,,,,,,,,,,,1755647274.53262
6JYTrXSh,1755231300,Galarneau A.,Svrcina D.,,,,,,,,,,,,,1755647271.047054
4EbCUt8r,1755231000,Noguchi R.,Wawrinka S.,,,,,,,,,,,,,1755647267.38638
WUgsblG6,1755228900,Tabilo A.,Tirante T. A.,,,,,,,,,,,,,1755647263.067115
6X301RLt,1755228600,Altmaier D.,Hanfmann Y.,,,,,,,,,,,,,1755647259.458341
biSeZme4,1755225900,Pellegrino A.,Wong C.,,,,,,,,,,,,,1755647256.110482
K8oobfhn,1755237600,Mejia N.,Tomic B.,,,,,,,,,,,,,1755647252.001868
YgdbwZY9,1755228300,Rodriguez J. A.,Barrios Vera T.,,,,,,,,,,,,,1755647248.509689
Q3R3BJpg,1755303300,Rublev A.,Alcaraz C.,,,,,,,,,,,,,1755647245.185945
AZkxWjRq,1755238200,Atmane T.,Rune H.,,,,,,,,,,,,,1755647241.828938
Wj1zFqY1,1755225000,Shelton B.,Lehecka J.,,,,,,,,,,,,,1755647238.53295
ngfuXj3d,1755220200,Travaglia S.,Neumayer L.,,,,,,,,,,,,,1755647222.988618
tGqCmrOr,1755207300,Cecchinato M.,Prado Angelo J. C.,,,,,,,,,,,,,1755647219.702669
WMLHEyJO,1755197400,Ferrari G.,Skatov T.,,,,,,,,,,,,,1755647215.960102
M1B1YQKr,1755196800,Budkov Kjaer N.,Vacherot V.,,,,,,,,,,,,,1755647212.193354
2kd2bax1,1755222300,Trotter J. K.,Misolic F.,,,,,,,,,,,,,1755647193.984371
Ic2zixyn,1755215700,McCabe J.,Klein L.,,,,,,,,,,,,,1755647189.870498
WAVKqbNr,1755215400,Bergs Z.,Lajal M.,,,,,,,,,,,,,1755647186.511053
6PFv4S8c,1755215400,Bellucci M.,Rocha H.,,,,,,,,,,,,,1755647182.904843
8bqWF7Q1,1755139500,Blanch Dar.,Cassone M.,,,,,,,,,,,,,1755647179.349439
W6wEe8sS,1755183900,Fatic N.,Gima S.,,,,,,,,,,,,,1755647175.735067
pdIU9RAa,1755182700,Dellien Velasco M. A.,Kopp S.,,,,,,,,,,,,,1755647172.052646
jZQ8E7VG,1755177000,Kolar Z.,Sanchez Izquierdo N.,,,,,,,,,,,,,1755647168.182108
r70G2TVj,1755177000,Blanch D.,Ajdukovic D.,,,,,,,,,,,,,1755647164.548646
x8p5cUCF,1755184200,Lokoli L.,Fellin P. O.,,,,,,,,,,,,,1755647160.247169
OUmrWi6k,1755184200,Jones M.,Brunclik P.,,,,,,,,,,,,,1755647156.510794
j7hcdwdR,1755184200,Jodar R.,Wendelken H.,,,,,,,,,,,,,1755647153.0839
0nci8k8T,1755177000,Added D.,Xilas I.,,,,,,,,,,,,,1755647149.392389
4YlNxTQk,1755220200,Zhukayev B.,Schoolkate T.,,,,,,,,,,,,,1755647135.78123
MXyoDcv2,1755220200,Trungelliti M.,Pacheco Mendez R.,,,,,,,,,,,,,1755647132.463677
Q5rxFJ9k,1755220200,Lajovic D.,Burruchaga R. A.,,,,,,,,,,,,,1755647128.926048
f5tWISAN,1755220200,Galan D. E.,Buse I.,,,,,,,,,,,,,1755647125.556165
pl8jrk3S,1755204000,Wawrinka S.,Harper C.,,,,,,,,,,,,,1755647122.245056
jyS1D6Yp,1755204000,Tabilo A.,Passaro F.,,,,,,,,,,,,,1755647118.851453
vykjQis9,1755204000,Llamas Ruiz P.,Noguchi R.,,,,,,,,,,,,,1755647115.461473
xnmVz7e2,1755204000,Gaston H.,Galarneau A.,,,,,,,,,,,,,1755647112.113179
xO4rpBYF,1755203400,Draxl L.,Noguchi R.,,,,,,,,,,,,,1755647108.841806
jZQNxjAb,1755222300,Kingsley C.,Fery A.,,,,,,,,,,,,,1755647101.673136
jHXitPGj,1755221700,Ficovich J. P.,Perez A.,,,,,,,,,,,,,1755647098.052283
WEJzEeJU,1755143100,Andrade A.,Barrios Vera T.,,,,,,,,,,,,,1755647094.739496
63v0w6G7,1755138600,Bagnis F.,Tomic B.,,,,,,,,,,,,,1755647091.195676
z1icERas,1755216600,Sinner J.,Auger-Aliassime F.,,,,,,,,,,,,,1755647084.219392
0GzzTVm3,1755152400,Khachanov K.,Zverev A.,,,,,,,,,,,,,1755647080.878233
j78WVPpg,1755151200,Comesana F.,Rublev A.,,,,,,,,,,,,,1755647077.475987
rJEFVpRj,1755149400,Nardi L.,Alcaraz C.,,,,,,,,,,,,,1755647074.231343
S4oTofxQ,1755142800,Fritz T.,Atmane T.,,,,,,,,,,,,,1755647070.543125
K6GJeA4b,1755141600,Auger-Aliassime F.,Bonzi B.,,,,,,,,,,,,,1755647067.070894
4SBeSItP,1755128100,Vatutin A.,Cecchinato M.,,,,,,,,,,,,,1755647051.701914
fiuOdNPk,1755120300,Travaglia S.,Vasami J.,,,,,,,,,,,,,1755647048.232023
YsSZh7fB,1755114000,Prado Angelo J. C.,Jorda Sanchis D.,,,,,,,,,,,,,1755647044.697419
tYO4gLLs,1755106800,Sanchez Jover C.,Neumayer L.,,,,,,,,,,,,,1755647041.287359
Yaep9mLk,1755104400,Romano F.,Skatov T.,,,,,,,,,,,,,1755647037.77503
rqj5nHkg,1755096600,Juarez F.,Ferrari G.,,,,,,,,,,,,,1755647034.293518
