match_id,match_timestamp,p1_name,p2_name,p1_avg_1st_sv_speed,p2_avg_1st_sv_speed,p1_avg_2nd_sv_speed,p2_avg_2nd_sv_speed,p1_winners,p2_winners,p1_unforced_errors,p2_unforced_errors,p1_net_points_won,p2_net_points_won,p1_net_points_played,p2_net_points_played,data_added_timestamp
z5sVYT8s,1751917200,Dietrich D.,Schell N.,,,,,,,,,,,,,1752371384.959716
vcvnVo86,1751916900,Alujas R.,Tsitsipas Pe.,,,,,,,,,,,,,1752371381.679344
4ICEWbqB,1751916600,Zahraj P.,Jansen W.,,,,,,,,,,,,,1752371378.400075
jX5bvjoK,1751915400,Nefve A.,Pow L.,,,,,,,,,,,,,1752371374.713342
CAxfTPxJ,1751911200,Fellin P. O.,Maxted L.,,,,,,,,,,,,,1752371371.233327
lpkpXutB,1751910300,Hrazdil J.,Canter A.,,,,,,,,,,,,,1752371367.544511
GWjxZ1Bb,1751910000,Hands T.,Weir P.,,,,,,,,,,,,,1752371364.262615
r3O5YKEb,1751910000,Bass F.,Kalyanpur A.,,,,,,,,,,,,,1752371360.860943
zwLczspn,1751905800,Hrazdil J.,Ivashka I.,,,,,,,,,,,,,1752371357.760381
CrGMUxEN,1751904600,MacKinlay J.,Brady P.,,,,,,,,,,,,,1752371354.635263
UadgPGyo,1751904600,Dinev D.,Casanova A.,,,,,,,,,,,,,1752371350.947345
QgECGngD,1751904300,Whitehouse M.,Vales A.,,,,,,,,,,,,,1752371347.70961
rVpwX7wf,1751904300,Budkov Kjaer N.,Lorusso L.,,,,,,,,,,,,,1752371344.594408
UiG07ksQ,1751935800,Ghibaudo A.,Stalder R.,,,,,27.0,13.0,24.0,25.0,9.0,5.0,12.0,12.0,1752371341.32756
lxFWW85D,1751935800,Ayeni A.,Pannu K.,,,,,26.0,22.0,16.0,23.0,17.0,13.0,23.0,16.0,1752371338.250309
jqSUAOmI,1751933100,Watt J.,Weightman O.,,,,,25.0,9.0,23.0,10.0,11.0,2.0,26.0,2.0,1752371334.985156
r11qrZDE,1751920800,Saitoh K.,Vandecasteele Q.,,,,,20.0,30.0,39.0,40.0,7.0,4.0,12.0,11.0,1752371331.688529
ldVdleIc,1751920800,McCormick T.,Sheehy J.,,,,,21.0,33.0,34.0,51.0,11.0,8.0,16.0,16.0,1752371328.504754
zcuBfHMt,1751920800,Hilderbrand T.,Kuhar M.,,,,,37.0,34.0,26.0,26.0,29.0,11.0,53.0,15.0,1752371324.932521
KI4txbFD,1751939100,Krueger M.,Kozlov S.,,,,,44.0,16.0,40.0,16.0,32.0,6.0,44.0,11.0,1752371314.679722
jwDPutGl,1751925300,McCabe J.,Cressy M.,,,,,,,,,,,,,1752371310.987647
ALdq0A13,1751920800,Zhu E.,Spizzirri E.,,,,,14.0,22.0,26.0,16.0,7.0,4.0,12.0,6.0,1752371307.300149
vo0W71Wp,1751912400,Topo M.,Djuric B.,,,,,,,,,,,,,1752371303.819979
K8qaks2b,1751910900,Roca Batalla O.,Ionel N. D.,,,,,,,,,,,,,1752371300.746658
MZfiGA6E,1751910600,Pucinelli de Almeida M.,Palosi S.,,,,,,,,,,,,,1752371297.357417
2ct1B62d,1751902800,Barton H.,Vrbensky M.,,,,,,,,,,,,,1752371293.778402
t0oO9gRi,1751902800,Albot R.,Campana Lee G.,,,,,,,,,,,,,1752371290.574374
fTflcGsn,1751902500,Gima S.,Bax F.,,,,,,,,,,,,,1752371287.503338
AgMsDDnL,1751927700,Cretu C.,Droguet T.,,,,,,,,,,,,,1752371283.90121
AH4U3997,1751920500,Coppejans K.,Reis Da Silva J.,,,,,,,,,,,,,1752371280.525119
IPSa2dY2,1751919300,Vallejo D.,Meligeni Alves F.,,,,,,,,,,,,,1752371276.966988
KUKZ1Ko4,1751902200,Petkovic M.,Berankis R.,,,,,,,,,,,,,1752371273.769882
fP4xtI7m,1751902200,Gombos N.,Kodat T.,,,,,,,,,,,,,1752371270.207456
I5OmZ9f3,1751898000,Bueno G.,Molleker R.,,,,,,,,,,,,,1752371267.148297
GGn8nQTQ,1751897100,Molcan A.,Masur D.,,,,,,,,,,,,,1752371264.062598
8K2vrVJi,1751897100,Barrena A.,Kovalik J.,,,,,,,,,,,,,1752371260.919581
W0WvH4E6,1751928900,Sinner J.,Dimitrov G.,197.0,207.0,167.0,170.0,19.0,36.0,21.0,22.0,10.0,20.0,14.0,29.0,1752371257.570277
Wpboiuqo,1751916900,Shelton B.,Sonego L.,209.0,193.0,172.0,167.0,47.0,29.0,41.0,34.0,43.0,31.0,58.0,49.0,1752371254.434997
rNKwelpJ,1751910000,De Minaur A.,Djokovic N.,197.0,190.0,161.0,159.0,29.0,38.0,38.0,44.0,28.0,35.0,40.0,52.0,1752371251.163876
YZsZEE0B,1751901300,Cilic M.,Cobolli F.,200.0,195.0,156.0,156.0,48.0,45.0,64.0,47.0,19.0,12.0,30.0,16.0,1752371247.468945
hprNlyaJ,1751853300,van Wyk K.,Chan D.,,,,,8.0,19.0,27.0,51.0,7.0,9.0,11.0,14.0,1752371233.139006
nNsM1rf5,1751853300,Chopra K.,Riedi L.,,,,,7.0,23.0,21.0,21.0,2.0,3.0,4.0,6.0,1752371229.918103
KWqFjcU6,1751852700,Pospisil V.,Huang T.,,,,,9.0,8.0,45.0,23.0,3.0,4.0,3.0,4.0,1752371226.264573
4vQVjRum,1751850000,Glinka D.,Donarski S.,,,,,10.0,5.0,9.0,23.0,1.0,3.0,1.0,5.0,1752371223.172502
YeZadmIP,1751848500,Perez A.,Pearson K.,,,,,20.0,12.0,19.0,20.0,15.0,4.0,18.0,6.0,1752371219.405899
YJHnmquC,1751847300,Muamba N.,Tudorica A. N.,,,,,14.0,19.0,31.0,27.0,6.0,24.0,9.0,36.0,1752371216.126615
QgEvk5Aa,1751844000,Farag-Cao A.,Kirchheimer S.,,,,,4.0,11.0,30.0,11.0,0.0,1.0,2.0,1.0,1752371212.923266
8xWUaMOH,1751843700,Moriya H.,Arseneault M.,,,,,10.0,8.0,33.0,34.0,9.0,1.0,10.0,2.0,1752371209.778979
rVp55Qft,1751840400,Rice K.,Matsuda R.,,,,,26.0,12.0,34.0,45.0,6.0,6.0,13.0,8.0,1752371206.501523
t4qxb0gU,1751836500,Takahashi Y.,Flores J.,,,,,25.0,19.0,32.0,37.0,8.0,8.0,10.0,13.0,1752371203.228418
vcvE34Ph,1751836200,Chung H.,George B. T.,,,,,22.0,6.0,44.0,39.0,8.0,1.0,14.0,4.0,1752371199.953334
SIAeoN9O,1751835900,Fishback R.,Arseneault N.,,,,,6.0,21.0,24.0,18.0,4.0,7.0,9.0,9.0,1752371196.872312
fV9gnYiI,1751807400,Choinski J.,Hemery C.,,,,,,,,,,,,,1752371193.275968
bN6pkkQk,1751834100,Brancaccio R.,Pampanin P.,,,,,7.0,11.0,27.0,5.0,6.0,4.0,6.0,5.0,1752371189.706361
YuN5dXXF,1751830800,Obradovic D.,Oberleitner N.,,,,,11.0,14.0,39.0,34.0,,,,,1752371186.428064
ryMPalfE,1751827800,Nagal S.,Castagnola L.,,,,,19.0,4.0,17.0,21.0,4.0,1.0,5.0,4.0,1752371183.152922
nqmuBWn9,1751824200,Echargui M.,Mrva M.,,,,,16.0,34.0,52.0,68.0,6.0,15.0,8.0,20.0,1752371179.878844
69oTa6v8,1751822400,Caniato C. A.,Dodig M.,,,,,23.0,33.0,23.0,27.0,,,,,1752371176.086755
KxegmTf2,1751818200,Carboni L.,Karol M.,,,,,24.0,31.0,36.0,56.0,9.0,2.0,11.0,8.0,1752371172.503773
bqrL1S9e,1751814300,Collarini A.,Zvech Flaborea M.,,,,,21.0,3.0,6.0,14.0,1.0,2.0,2.0,3.0,1752371169.232622
vsSJ3luq,1751814000,Guerrieri A.,Pokorny L.,,,,,14.0,13.0,50.0,51.0,,,,,1752371165.540833
0SOcbg33,1751812800,Prado Angelo J. C.,Picchione A.,,,,,21.0,26.0,44.0,53.0,7.0,6.0,8.0,9.0,1752371162.374856
U7GEfB2S,1751808900,Pecci A.,Sakellaridis S.,,,,,10.0,7.0,16.0,28.0,3.0,3.0,4.0,5.0,1752371159.244486
pKtBzjBd,1751807400,Romano F.,Paul J.,,,,,14.0,8.0,28.0,17.0,1.0,0.0,1.0,0.0,1752371156.124981
rBtl9AHL,1751807400,Michalski D.,Forti F.,,,,,7.0,15.0,10.0,28.0,1.0,3.0,2.0,6.0,1752371152.850299
MgqumKTi,1751824800,Stice T.,Weir P.,,,,,,,,,,,,,1752371149.559437
U1yAoBnA,1751847600,Yuzuki T.,Weightman O.,,,,,41.0,34.0,51.0,29.0,28.0,11.0,51.0,14.0,1752371146.372336
xYsSzfYi,1751847600,Ghibaudo A.,Reynolds F.,,,,,17.0,12.0,16.0,27.0,10.0,18.0,11.0,30.0,1752371143.281792
js99ICIN,1751843400,Watt J.,Barrett H.,,,,,15.0,4.0,15.0,24.0,11.0,2.0,15.0,4.0,1752371140.157903
OOErVk2T,1751842200,Saitoh K.,Hach Verdugo H.,,,,,27.0,19.0,26.0,36.0,4.0,8.0,6.0,21.0,1752371136.472456
8djFPTPj,1751841900,Stalder R.,Goncalves V.,,,,,30.0,18.0,24.0,31.0,13.0,9.0,22.0,11.0,1752371133.33065
S2OqOGln,1751841900,Ayeni A.,Brymer G.,,,,,31.0,13.0,37.0,29.0,24.0,4.0,37.0,6.0,1752371129.71039
MPauDjto,1751837400,Van Orderlain D.,Vandecasteele Q.,,,,,8.0,19.0,18.0,16.0,8.0,8.0,14.0,16.0,1752371126.583231
AotzZX24,1751837400,Kumar P.,Pannu K.,,,,,15.0,24.0,27.0,25.0,8.0,17.0,15.0,19.0,1752371123.361314
GbBzXBXG,1751832900,Thayne W.,Kuhar M.,,,,,10.0,27.0,20.0,14.0,11.0,3.0,38.0,4.0,1752371119.88465
OUHhMfJb,1751832900,McCormick T.,Bayldon B.,,,,,36.0,32.0,21.0,36.0,15.0,35.0,23.0,58.0,1752371116.599407
URK0KYmB,1751832900,Finkelstein A.,Sheehy J.,,,,,29.0,24.0,41.0,43.0,16.0,9.0,27.0,18.0,1752371113.320872
z3r1mXHc,1751832600,Hilderbrand T.,Kozlov B.,,,,,20.0,7.0,15.0,20.0,12.0,6.0,15.0,10.0,1752371110.061898
EJK9iqE7,1751843400,Seyboth Wild T.,Travaglia S.,,,,,19.0,24.0,28.0,13.0,8.0,7.0,9.0,8.0,1752371106.36708
jNnOkSF7,1751838900,Topo M.,Ivanovski K.,,,,,,,,,,,,,1752371103.079022
ITvADV7E,1751837400,Djuric B.,Boitan G. A.,,,,,,,,,,,,,1752371099.7998
ULH5iCBN,1751835000,Uta D.,Palosi S.,,,,,,,,,,,,,1752371096.528152
CSXIB9xR,1751834100,Uta D.,Paris T.,,,,,,,,,,,,,1752371093.269904
xxt8cJHG,1751832000,Roca Batalla O.,Alcala Gurri M.,,,,,,,,,,,,,1752371090.245642
8bJl6m0l,1751829600,Kolar Z.,Ionel N. D.,,,,,,,,,,,,,1752371086.710653
pr3ZDv2c,1751828700,Pucinelli de Almeida M.,Tomescu D. A.,,,,,,,,,,,,,1752371083.468867
Mse7gAGr,1751826000,Barton H.,Agafonov E.,,,,,,,,,,,,,1752371080.353029
4QCc4RU0,1751823300,Albot R.,Cazacu D. N.,,,,,,,,,,,,,1752371077.102197
biUGecnT,1751822400,Onofrei M. C.,Bax F.,,,,,,,,,,,,,1752371073.824635
U7bFiloe,1751816400,Vrbensky M.,Dellavedova M.,,,,,,,,,,,,,1752371070.402
UZKnjyAj,1751816400,Campana Lee G.,Bondioli F.,,,,,,,,,,,,,1752371067.134508
Ie1sCIW9,1751816100,Yevseyev D.,Gima S.,,,,,,,,,,,,,1752371063.95006
d0VMggMt,1751844300,Sakamoto R.,Draxl L.,,,,,28.0,17.0,22.0,26.0,,,,,1752371060.871357
pnTj5mQG,1751833800,Luz O.,Neuchrist M.,,,,,,,,,,,,,1752371057.38157
QHMidhsn,1751832300,Gombos N.,Dedura-Palomero M.,,,,,,,,,,,,,1752371054.131865
MqG0fWBb,1751830500,Blancaneaux G.,Jorda Sanchis D.,,,,,,,,,,,,,1752371051.04075
zH7Vc5Ij,1751829900,Wessels L.,Berankis R.,,,,,,,,,,,,,1752371047.889001
lKZs79e4,1751827200,Liutarevich I.,Molleker R.,,,,,,,,,,,,,1752371044.768774
G6yz9VQi,1751824500,Olivieri G. A.,Petkovic M.,,,,,,,,,,,,,1752371041.590343
0bgmoSYp,1751822400,Opitz J.,Kodat T.,,,,,,,,,,,,,1752371037.843487
jP7HjlBN,1751818200,Zeuch T.,Kovalik J.,,,,,,,,,,,,,1752371034.749291
U9J8hAtB,1751818200,Strombachs R.,Molcan A.,,,,,,,,,,,,,1752371031.090416
jqWb3RfT,1751818200,Masur D.,Cid Subervi R.,,,,,,,,,,,,,1752371027.9851
2NaHL8Ac,1751818200,Bueno G.,Sanchez Martinez B.,,,,,,,,,,,,,1752371024.315012
fu5jTwTk,1751810700,Maestrelli F.,Pavlovic L.,,,,,,,,,,,,,1752371021.04301
OSrNAML6,1751839800,Rublev A.,Alcaraz C.,203.0,202.0,155.0,167.0,29.0,41.0,36.0,36.0,10.0,22.0,24.0,29.0,1752371017.604326
U9DaDLtC,1751827200,Jarry N.,Norrie C.,204.0,185.0,170.0,146.0,103.0,36.0,71.0,26.0,43.0,17.0,64.0,22.0,1752371014.360331
OvZHamse,1751821800,Fritz T.,Thompson J.,197.0,185.0,165.0,157.0,20.0,3.0,3.0,8.0,3.0,7.0,4.0,17.0,1752371010.673822
Y1AjGxFq,1751814900,Khachanov K.,Majchrzak K.,198.0,188.0,162.0,157.0,44.0,29.0,21.0,19.0,12.0,23.0,18.0,30.0,1752371006.987555
xldH5cGi,1751403600,Martineau M.,Paire B.,,,,,,,,,,,,,1751411604.283668
0OpPeuat,1751400000,Trungelliti M.,Bax F.,,,,,,,,,,,,,1751411600.801165
jXHK26TI,1751397900,Ymer M.,Brunold M.,,,,,,,,,,,,,1751411594.963571
As4VsfOp,1751395200,Ivanovski K.,Hemery C.,,,,,,,,,,,,,1751411591.480393
YFkQ3yo4,1751392800,Zink T.,Sels J.,,,,,,,,,,,,,1751411586.767887
x8hYc6Er,1751387400,Sanchez Izquierdo N.,Michalski D.,,,,,,,,,,,,,1751411582.671047
AykoJRDa,1751386200,Rolland de Ravel C.,Reis Da Silva J.,,,,,,,,,,,,,1751411578.985131
2BowLmqm,1751386200,Djuric B.,Denolly C.,,,,,,,,,,,,,1751411575.296855
rR46Q9LP,1751382000,Visker N.,Gombos N.,,,,,,,,,,,,,1751411571.813547
l8L36lUg,1751379000,Giustino L.,Lamasine T.,,,,,,,,,,,,,1751411568.125948
O4Sbq7ak,1751375400,Sharipov M.,Barranco Cosano J.,,,,,,,,,,,,,1751411564.438631
dYOB4Sb6,1751375400,Mayot H.,Tabur C.,,,,,,,,,,,,,1751411560.547831
tOFWzRg3,1751415000,Taberner C.,Geerts M.,,,,,18.0,18.0,21.0,28.0,8.0,9.0,10.0,12.0,1751411557.065047
KAARBGcC,1751409600,Seyboth Wild T.,Alcala Gurri M.,,,,,27.0,5.0,29.0,18.0,5.0,1.0,5.0,2.0,1751411553.583429
YHh5K59M,1751399700,Cecchinato M.,Monteiro T.,,,,,27.0,34.0,26.0,42.0,5.0,10.0,10.0,13.0,1751411550.099727
6RY8OgsI,1751397900,Kodat T.,Collarini A.,,,,,34.0,25.0,38.0,25.0,6.0,10.0,11.0,12.0,1751411546.415072
ULwpUcDt,1751397000,Echargui M.,Boyer T.,,,,,19.0,19.0,22.0,32.0,3.0,6.0,4.0,10.0,1751411542.876461
Q7DZ9fSO,1751391900,Sakellaridis S.,Bondioli F.,,,,,28.0,19.0,23.0,26.0,8.0,9.0,13.0,14.0,1751411539.446865
h2ZyFqXq,1751391600,Houkes M.,Gomez F. A.,,,,,12.0,22.0,15.0,30.0,4.0,2.0,5.0,8.0,1751411535.964192
8GIW56fT,1751389200,Parenti L.,Kym J.,,,,,9.0,24.0,19.0,21.0,1.0,13.0,1.0,14.0,1751411531.457699
0SxpDN1d,1751382900,Cina F.,Poljicak M.,,,,,30.0,36.0,32.0,27.0,8.0,4.0,12.0,7.0,1751411527.973579
xnshSyrg,1751382600,Travaglia S.,Blancaneaux G.,,,,,21.0,15.0,24.0,40.0,5.0,3.0,8.0,10.0,1751411523.670407
YDz1QFC5,1751382600,Pellegrino A.,Thanos A.,,,,,11.0,18.0,16.0,30.0,2.0,2.0,3.0,6.0,1751411519.98344
djdicgSj,1751424300,Sheehy J.,Wu Tung-Lin,,,,,24.0,15.0,17.0,22.0,6.0,6.0,8.0,8.0,1751411516.2957
2TKe8Jzh,1751417100,Rybakov A.,Ilagan A.,,,,,10.0,21.0,36.0,49.0,7.0,7.0,11.0,10.0,1751411512.814607
d07Cn7on,1751409300,Sakamoto R.,Mejia N.,,,,,42.0,22.0,62.0,50.0,13.0,6.0,20.0,9.0,1751411509.327582
dSD46c54,1751404200,Manning W.,Glinka D.,,,,,39.0,19.0,0.0,32.0,14.0,5.0,20.0,6.0,1751411504.820293
CxZgUPVH,1751403000,Nakagawa N.,Sell K.,,,,,10.0,24.0,28.0,24.0,3.0,3.0,4.0,3.0,1751411501.339472
Y52ys3FN,1751349000,Imamura M.,Kypson P.,,,,,15.0,21.0,31.0,31.0,10.0,4.0,12.0,5.0,1751411497.853976
rcswY7Wh,1751341500,Sekulic P.,Draxl L.,,,,,13.0,10.0,42.0,14.0,2.0,5.0,2.0,6.0,1751411493.347031
K2x2S30U,1751337000,Schoolkate T.,Zhou Y.,,,,,33.0,29.0,40.0,54.0,11.0,18.0,12.0,23.0,1751411487.91544
AotgapVi,1751336100,Andrade A.,Mayo A.,,,,,10.0,11.0,40.0,14.0,5.0,4.0,5.0,7.0,1751411484.459746
2HbPuWuR,1751399700,Albot R.,Dellien Velasco M. A.,,,,,,,,,,,,,1751411480.947043
Yofu92n3,1751394900,Meligeni Alves F.,Maestrelli F.,,,,,,,,,,,,,1751411477.373467
fFw4YmY0,1751390700,Coppejans K.,Donski A.,,,,,,,,,,,,,1751411473.978891
KfUKlY0l,1751389200,Dhamne M.,Negritu Ch.,,,,,,,,,,,,,1751411470.496071
0Ekf3XFs,1751387400,Martin Tiffon P.,Jianu F. C.,,,,,,,,,,,,,1751411467.013546
M1udzA3l,1751382900,Mrva M.,Roca Batalla O.,,,,,,,,,,,,,1751411461.170329
pxWFPkcL,1751381700,Piros Z.,Paris T.,,,,,,,,,,,,,1751411457.675238
K875d0nI,1751381700,Compagnucci T.,Paris T.,,,,,,,,,,,,,1751411454.00205
G00HshBE,1751380200,Boitan G. A.,Guerrieri A.,,,,,,,,,,,,,1751411450.52672
h8SSnCV0,1751379600,Piros Z.,Yevseyev D.,,,,,,,,,,,,,1751411446.197832
pQDpmLPq,1751373600,Kuzmanov D.,Butvilas E.,,,,,,,,,,,,,1751411442.521469
lzMyoj0D,1751373600,Gakhov I.,Ficovich J. P.,,,,,,,,,,,,,1751411439.036021
z5NUJlJ7,1751373600,Feldbausch K.,Papoe R. M.,,,,,,,,,,,,,1751411435.551092
EDgGvU5U,1751411400,Muller A.,Djokovic N.,,,,,39.0,50.0,54.0,37.0,17.0,23.0,26.0,29.0,1751411432.068775
6qfO3JYr,1751406900,Giron M.,Ugo Carabelli C.,,,,,40.0,38.0,33.0,42.0,19.0,28.0,26.0,35.0,1751411428.380958
MH9zJewf,1751406900,Draper J.,Baez S.,,,,,25.0,4.0,22.0,27.0,7.0,2.0,9.0,6.0,1751411424.894708
pKMQTCiC,1751406000,Hijikata R.,Goffin D.,,,,,27.0,15.0,10.0,28.0,10.0,5.0,11.0,8.0,1751411421.205446
YDvBd2RF,1751406000,Etcheverry T. M.,Pinnington Jones J.,,,,,39.0,44.0,35.0,34.0,13.0,26.0,25.0,34.0,1751411417.721402
phbGzL4d,1751405100,Kovacevic A.,Fucsovics M.,,,,,,,,,,,,,1751411414.235945
l4BSKH8s,1751405100,Dimitrov G.,Nishioka Y.,,,,,49.0,9.0,23.0,14.0,19.0,13.0,21.0,18.0,1751411410.74955
t0e8tjyI,1751404200,Monfils G.,Humbert U.,,,,,70.0,43.0,43.0,46.0,18.0,19.0,28.0,33.0,1751411407.264577
OvkRdBLb,1751403900,Shevchenko A.,Opelka R.,,,,,28.0,45.0,27.0,33.0,8.0,18.0,14.0,32.0,1751411403.574144
GEoJbXjn,1751403300,Shelton B.,Bolt A.,,,,,42.0,31.0,23.0,28.0,6.0,25.0,14.0,35.0,1751411400.090474
bwXdmbl2,1751402700,Collignon R.,Cilic M.,,,,,21.0,33.0,25.0,22.0,3.0,8.0,3.0,13.0,1751411396.605565
naDi9uBL,1751402100,Gaston H.,Mensik J.,,,,,21.0,47.0,27.0,28.0,11.0,25.0,24.0,40.0,1751411393.122124
pfwzekjB,1751401800,Cobolli F.,Zhukayev B.,,,,,36.0,24.0,18.0,31.0,10.0,8.0,15.0,16.0,1751411389.438939
jg94PCIG,1751400600,Rinderknech A.,Zverev A.,,,,,79.0,71.0,47.0,34.0,44.0,19.0,55.0,38.0,1751411385.959254
xno2bOd3,1751399100,Dzumhur D.,Machac T.,,,,,20.0,39.0,21.0,18.0,11.0,20.0,22.0,25.0,1751411382.475527
4twA2zgD,1751398800,Halys Q.,Holmgren A.,,,,,33.0,49.0,15.0,21.0,7.0,12.0,12.0,16.0,1751411378.993493
C2lVAD3N,1751397600,Fritz T.,Mpetshi Perricard G.,,,,,66.0,86.0,15.0,63.0,22.0,38.0,33.0,54.0,1751411375.513171
GvV9Xfhm,1751397600,Comesana F.,Moutet C.,,,,,29.0,38.0,27.0,26.0,24.0,32.0,40.0,42.0,1751411372.032878
OtImTfJi,1751394900,Mochizuki S.,Zeppieri G.,,,,,41.0,51.0,47.0,40.0,46.0,12.0,59.0,15.0,1751411367.526186
tnGZRjMO,1751394900,Evans D.,Clarke J.,,,,,33.0,21.0,20.0,38.0,13.0,10.0,19.0,24.0,1751411364.044865
I3gqIUAj,1751391300,Arnaldi M.,Van De Zandschulp B.,,,,,33.0,34.0,48.0,33.0,14.0,26.0,26.0,36.0,1751411360.563701
pY1arC65,1751391000,Martinez P.,Loffhagen G.,,,,,23.0,46.0,18.0,58.0,23.0,14.0,30.0,25.0,1751411357.084321
C6OIVYMa,1751389800,Sinner J.,Nardi L.,,,,,28.0,19.0,17.0,33.0,10.0,13.0,15.0,16.0,1751411353.601483
Iq3qHZ76,1751389800,Ofner S.,Medjedovic H.,,,,,26.0,15.0,9.0,22.0,6.0,3.0,9.0,5.0,1751411350.122393
WnVeQwoK,1751389200,Munar J.,Bublik A.,,,,,36.0,66.0,32.0,67.0,43.0,28.0,64.0,39.0,1751411346.639039
jg57xszp,1751388600,Navone M.,Shapovalov D.,,,,,25.0,30.0,31.0,56.0,14.0,17.0,24.0,25.0,1751411342.749748
EoFqB1t9,1751388000,De Jong J.,Eubanks C.,,,,,68.0,68.0,38.0,65.0,30.0,37.0,47.0,65.0,1751411339.062819
z1og6Igl,1751387700,Basilashvili N.,Musetti L.,,,,,48.0,21.0,45.0,29.0,12.0,3.0,18.0,7.0,1751411335.581514
Q96iFDxJ,1751382600,Monday J.,Paul T.,,,,,22.0,32.0,29.0,17.0,12.0,19.0,20.0,22.0,1751411331.07655
QBJkkKJk,1751382600,Michelsen A.,Kecmanovic M.,,,,,59.0,56.0,41.0,34.0,40.0,31.0,62.0,44.0,1751411327.59679
65qvwHUP,1751382600,McCabe J.,Marozsan F.,,,,,22.0,25.0,33.0,19.0,6.0,15.0,15.0,20.0,1751411324.143313
x8bipYyg,1751382600,Faria J.,Sonego L.,,,,,23.0,38.0,32.0,12.0,10.0,17.0,16.0,25.0,1751411319.814262
rRl14dO0,1751382600,De Minaur A.,Carballes Baena R.,,,,,38.0,20.0,29.0,27.0,22.0,13.0,34.0,19.0,1751411316.361689
tvrJftdS,1751382600,Cazaux A.,Walton A.,,,,,81.0,51.0,56.0,43.0,24.0,35.0,40.0,61.0,1751411312.852812
GhArnf7t,1751382300,Tseng C. H.,Vukic A.,,,,,40.0,44.0,46.0,39.0,21.0,13.0,23.0,19.0,1751411309.370652
KSyFCEHD,1751382000,Harris B.,Hurkacz H.,,,,,,,,,,,,,1751411305.875432
xhMVbW3L,1751298600,Ymer M.,De Schepper K.,,,,,,,,,,,,,1751411291.143857
6DF6A81s,1751298000,Nagel A.,Visker N.,,,,,,,,,,,,,1751411287.049423
YmZmNoom,1751295900,Mayot H.,Gadamauri B.,,,,,,,,,,,,,1751411283.567072
IuJOcylA,1751290800,Reymond A.,Lamasine T.,,,,,,,,,,,,,1751411280.086833
plUJDa1M,1751290800,Oberleitner N.,Rolland de Ravel C.,,,,,,,,,,,,,1751411276.60511
hbHFV3nR,1751290500,Djuric B.,Sanchez Quilez A.,,,,,,,,,,,,,1751411272.000712
WUV6soU1,1751315700,Choinski J.,Papamalamis T.,,,,,,,,,,,,,1751411268.619504
Q9SbmG0N,1751314200,Faurel T.,Skatov T.,,,,,,,,,,,,,1751411265.138992
KjC13SjL,1751305500,Berrettini J.,Rosenkranz M.,,,,,,,,,,,,,1751411261.658238
CQ8g5lM8,1751301000,Gea A.,Barrere G.,,,,,,,,,,,,,1751411257.355685
6TmY1FFG,1751288400,Trungelliti M.,Boscardin Dias P.,,,,,,,,,,,,,1751411253.864485
rgo7RLQc,1751305200,Paul J.,Sakellaridis S.,,,,,33.0,36.0,40.0,37.0,11.0,25.0,20.0,34.0,1751411250.397788
pp4O0hZ8,1751302200,Karol M.,Kodat T.,,,,,20.0,15.0,29.0,13.0,1.0,4.0,2.0,7.0,1751411246.914811
jNrkngKF,1751300700,Travaglia S.,Fonio G.,,,,,27.0,17.0,26.0,26.0,4.0,6.0,8.0,10.0,1751411243.43267
GSUwiuko,1751296200,Echargui M.,Bagnolini D.,,,,,25.0,7.0,30.0,28.0,2.0,4.0,2.0,6.0,1751411239.952509
hKU4HDRG,1751296200,Caniato C. A.,Thanos A.,,,,,24.0,27.0,27.0,37.0,9.0,10.0,12.0,11.0,1751411235.653193
YTUbalPE,1751296200,Brancaccio R.,Alcala Gurri M.,,,,,12.0,11.0,11.0,4.0,2.0,2.0,5.0,2.0,1751411232.170334
04fcMRvA,1751328600,Arnaboldi F.,Galan D. E.,,,,,10.0,11.0,27.0,17.0,0.0,3.0,3.0,5.0,1751411228.688916
tlaN9le4,1751321700,Tirante T. A.,Buse I.,,,,,17.0,10.0,7.0,18.0,4.0,1.0,5.0,4.0,1751411225.207938
hlf30pIj,1751317500,Zahraj P.,Diaz Acosta F.,,,,,18.0,17.0,33.0,13.0,6.0,4.0,13.0,6.0,1751411221.728393
0jFO7SPG,1751316300,Burruchaga R. A.,Merida Aguilar D.,,,,,6.0,15.0,26.0,26.0,4.0,2.0,5.0,5.0,1751411218.245653
KfnkOmAc,1751310600,Dodig M.,Cerundolo J. M.,,,,,19.0,16.0,27.0,13.0,9.0,4.0,11.0,6.0,1751411214.764782
bqfAfWUP,1751325600,Chung H.,Kirchheimer S.,,,,,23.0,20.0,62.0,51.0,7.0,6.0,9.0,15.0,1751411211.282501
jHNuQ82K,1751317800,Bouzige M.,Glinka D.,,,,,18.0,32.0,34.0,30.0,6.0,8.0,10.0,14.0,1751411207.59944
fmqittAF,1751317500,Sheehy J.,Ghibaudo A.,,,,,31.0,14.0,34.0,29.0,14.0,3.0,17.0,7.0,1751411204.116998
dONTvBCk,1751310900,Rybakov A.,Jayaraman S.,,,,,21.0,8.0,32.0,23.0,9.0,1.0,13.0,2.0,1751411200.639061
2yLoMa1n,1751310900,Moriya H.,Chappell N.,,,,,32.0,16.0,35.0,24.0,6.0,2.0,6.0,3.0,1751411197.15601
